dataset,field,old,new,kind
LI00RAR01,measurementTableName::year,measurementTable3,measurementTable1,changed
LI00RAR01,TSid::year,Rg7EDzxvQhylRorSe,RrrLMNpjX4JpzxAUf,changed
LI00RAR01,hasTimeTsid::year,Rg7EDzxvQhylRorSe,RrrLMNpjX4JpzxAUf,changed
LI00RAR01,number::year,2,1,changed
LI00RAR01,analyticalError::Sr/Ca,0.15,0.04,changed
LI00RAR01,number::Sr/Ca,1,3,changed
LI00RAR01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/6089,added
LI00RAR01,createdBy::year,,CoralHydro2k,added
LI00RAR01,variableType::d18O,,measured,added
LI00RAR01,proxy::d18O,,d18O,added
LI00RAR01,jcpCorrected::d18O,,0,added
LI00RAR01,jcpUsed::d18O,,0,added
LI00RAR01,datum::d18O,,0,added
LI00RAR01,createdBy::d18O,,CoralHydro2k,added
LI00RAR01,variableType::Sr/Ca,,measured,added
LI00RAR01,proxy::Sr/Ca,,Sr/Ca,added
LI00RAR01,jcpCorrected::Sr/Ca,,0,added
LI00RAR01,jcpUsed::Sr/Ca,,0,added
LI00RAR01,datum::Sr/Ca,,0,added
LI00RAR01,createdBy::Sr/Ca,,CoralHydro2k,added
LI00RAR01,inferredMaterial::d18O,,sea water,added
LI04FIJ01,analyticalError::d18O,NA,0.04,changed
LI04FIJ01,samplingNotes::d18O,"12-13 samples/yr for Sr/Ca, 6-7 samples/yr for d18O","~12-13 samples/yr for Sr/Ca, ~6-7 samples/yr for d18O",changed
LI04FIJ01,number::d18O,1,4,changed
LI04FIJ01,measurementTableName::year,measurementTable3,measurementTable1,changed
LI04FIJ01,TSid::year,RiMMBJzTFl9ZUF2O6,RqUN6q4XTRfH6pPPZ,changed
LI04FIJ01,hasTimeTsid::year,RiMMBJzTFl9ZUF2O6,RqUN6q4XTRfH6pPPZ,changed
LI04FIJ01,number::year,2,1,changed
LI04FIJ01,analyticalError::Sr/Ca,0.15,0.04,changed
LI04FIJ01,samplingNotes::Sr/Ca,"12-13 samples/yr for Sr/Ca, 6-7 samples/yr for d18O","~12-13 samples/yr for Sr/Ca, ~6-7 samples/yr for d18O",changed
LI04FIJ01,number::Sr/Ca,1,3,changed
LI04FIJ01,createdBy::year,,CoralHydro2k,added
LI04FIJ01,variableType::d18O,,measured,added
LI04FIJ01,proxy::d18O,,d18O,added
LI04FIJ01,jcpCorrected::d18O,,0,added
LI04FIJ01,jcpUsed::d18O,,0,added
LI04FIJ01,datum::d18O,,0,added
LI04FIJ01,coralExtensionRate::d18O,,11,added
LI04FIJ01,coralExtensionRateNotes::d18O,,11 ± 1.8 mm/yr.,added
LI04FIJ01,createdBy::d18O,,CoralHydro2k,added
LI04FIJ01,variableType::Sr/Ca,,measured,added
LI04FIJ01,proxy::Sr/Ca,,Sr/Ca,added
LI04FIJ01,jcpCorrected::Sr/Ca,,0,added
LI04FIJ01,jcpUsed::Sr/Ca,,0,added
LI04FIJ01,datum::Sr/Ca,,0,added
LI04FIJ01,coralExtensionRate::Sr/Ca,,11,added
LI04FIJ01,coralExtensionRateNotes::Sr/Ca,,11 ± 1.8 mm/yr.,added
LI04FIJ01,createdBy::Sr/Ca,,CoralHydro2k,added
LI04FIJ01,inferredMaterial::d18O,,sea water,added
LI06FIJ01,number::d18O,1,2,changed
LI06FIJ01,number::year,2,1,changed
LI06FIJ01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/16216,added
LI06FIJ01,createdBy::year,,CoralHydro2k,added
LI06FIJ01,variableType::d18O,,measured,added
LI06FIJ01,proxy::d18O,,d18O,added
LI06FIJ01,jcpCorrected::d18O,,0,added
LI06FIJ01,jcpUsed::d18O,,0,added
LI06FIJ01,createdBy::d18O,,CoralHydro2k,added
LI06RAR01,pub1_citation,"Linsley, B. K., Wellington, G. M., Schrag, D. P., Ren, L., Salinger, M. J. and Tudhope, A.","Linsley, B. K., Wellington, G. M., Schrag, D. P., Ren, L., Salinger, M. J. and Tudhope, A.",changed
LI06RAR01,number::d18O,1,2,changed
LI06RAR01,number::year,2,1,changed
LI06RAR01,createdBy::year,,CoralHydro2k,added
LI06RAR01,variableType::d18O,,measured,added
LI06RAR01,proxy::d18O,,d18O,added
LI06RAR01,jcpCorrected::d18O,,0,added
LI06RAR01,jcpUsed::d18O,,0,added
LI06RAR01,createdBy::d18O,,CoralHydro2k,added
LI06RAR02,pub1_citation,"Linsley, B. K., Wellington, G. M., Schrag, D. P., Ren, L., Salinger, M. J. and Tudhope, A.","Linsley, B. K., Wellington, G. M., Schrag, D. P., Ren, L., Salinger, M. J. and Tudhope, A.",changed
LI06RAR02,samplingNotes::d18O,8 samples/year - Continuous - Every other 1mm increment (point) ,8 samples/year - Continuous - Every other 1mm increment (point),changed
LI06RAR02,number::d18O,1,2,changed
LI06RAR02,number::year,2,1,changed
LI06RAR02,createdBy::year,,CoralHydro2k,added
LI06RAR02,variableType::d18O,,measured,added
LI06RAR02,proxy::d18O,,d18O,added
LI06RAR02,jcpCorrected::d18O,,0,added
LI06RAR02,jcpUsed::d18O,,0,added
LI06RAR02,createdBy::d18O,,CoralHydro2k,added
LI23XIA01,(whole dataset),,NEW RECORD,new
LI24DON01,(whole dataset),,NEW RECORD,new
LI24HUV01,(whole dataset),,NEW RECORD,new
LI24HUV02,(whole dataset),,NEW RECORD,new
LI24HUV03,(whole dataset),,NEW RECORD,new
LI24HUV04,(whole dataset),,NEW RECORD,new
LI94SEC01,number::d18O,1,2,changed
LI94SEC01,number::year,2,1,changed
LI94SEC01,createdBy::year,,CoralHydro2k,added
LI94SEC01,variableType::d18O,,measured,added
LI94SEC01,proxy::d18O,,d18O,added
LI94SEC01,jcpCorrected::d18O,,0,added
LI94SEC01,jcpUsed::d18O,,0,added
LI94SEC01,createdBy::d18O,,CoralHydro2k,added
LI99CLI01,pub1_citation,"Linsley, B. K., Messier, R. G. and Dunbar, R. B. 1999. Assessing between-colony oxygen iso","Linsley, B. K., Messier, R. G. and Dunbar, R. B. 1999. Assessing between-colony oxygen iso",changed
LI99CLI01,notes::d18O,authors describe density banding as poor; some fish grazing scars,"authors describe density banding as ""poor""; some fish grazing scars",changed
LI99CLI01,number::d18O,1,2,changed
LI99CLI01,number::year,2,1,changed
LI99CLI01,createdBy::year,,CoralHydro2k,added
LI99CLI01,variableType::d18O,,measured,added
LI99CLI01,proxy::d18O,,d18O,added
LI99CLI01,jcpCorrected::d18O,,0,added
LI99CLI01,jcpUsed::d18O,,0,added
LI99CLI01,coralExtensionRate::d18O,,18,added
LI99CLI01,coralExtensionRateNotes::d18O,,18 mm/yr,added
LI99CLI01,coralTissueThickness::d18O,,5.5,added
LI99CLI01,createdBy::d18O,,CoralHydro2k,added
MA08DTO01,pub2_title,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea. ,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea.,changed
MA08DTO01,coreName::d18O,93DRYSS1,93DRYSS‐1,changed
MA08DTO01,number::d18O,1,2,changed
MA08DTO01,measurementTableName::year,measurementTable2,measurementTable1,changed
MA08DTO01,TSid::year,Rq6FDtxRIYrIKzIqa,RmIFVS8KKI2YtgB7d,changed
MA08DTO01,hasTimeTsid::year,Rq6FDtxRIYrIKzIqa,RmIFVS8KKI2YtgB7d,changed
MA08DTO01,number::year,2,1,changed
MA08DTO01,analyticalError::Sr/Ca,0.015,0.06,changed
MA08DTO01,coreName::Sr/Ca,93DRYSS1,93DRYSS‐1,changed
MA08DTO01,number::Sr/Ca,1,3,changed
MA08DTO01,createdBy::year,,CoralHydro2k,added
MA08DTO01,variableType::d18O,,measured,added
MA08DTO01,proxy::d18O,,d18O,added
MA08DTO01,jcpCorrected::d18O,,0,added
MA08DTO01,jcpUsed::d18O,,0,added
MA08DTO01,datum::d18O,,0,added
MA08DTO01,coralExtensionRate::d18O,,4.94,added
MA08DTO01,coralExtensionRateNotes::d18O,,4.94 mm/yr,added
MA08DTO01,createdBy::d18O,,CoralHydro2k,added
MA08DTO01,variableType::Sr/Ca,,measured,added
MA08DTO01,proxy::Sr/Ca,,Sr/Ca,added
MA08DTO01,jcpCorrected::Sr/Ca,,0,added
MA08DTO01,jcpUsed::Sr/Ca,,0,added
MA08DTO01,datum::Sr/Ca,,0,added
MA08DTO01,coralExtensionRate::Sr/Ca,,4.94,added
MA08DTO01,coralExtensionRateNotes::Sr/Ca,,4.94 mm/yr,added
MA08DTO01,createdBy::Sr/Ca,,CoralHydro2k,added
MC04PNG01,number::d18O,1,2,changed
MC04PNG01,number::year,2,1,changed
MC04PNG01,createdBy::year,,CoralHydro2k,added
MC04PNG01,variableType::d18O,,measured,added
MC04PNG01,proxy::d18O,,d18O,added
MC04PNG01,jcpCorrected::d18O,,0,added
MC04PNG01,jcpUsed::d18O,,0,added
MC04PNG01,createdBy::d18O,,CoralHydro2k,added
MC11KIR01,number::d18O,1,2,changed
MC11KIR01,number::year,2,1,changed
MC11KIR01,createdBy::year,,CoralHydro2k,added
MC11KIR01,variableType::d18O,,measured,added
MC11KIR01,proxy::d18O,,d18O,added
MC11KIR01,jcpCorrected::d18O,,0,added
MC11KIR01,jcpUsed::d18O,,0,added
MC11KIR01,datum::d18O,,0,added
MC11KIR01,coralExtensionRate::d18O,,21,added
MC11KIR01,coralExtensionRateNotes::d18O,,21 mm/year,added
MC11KIR01,createdBy::d18O,,CoralHydro2k,added
MO06PED01,number::d18O,1,2,changed
MO06PED01,number::year,2,1,changed
MO06PED01,createdBy::year,,CoralHydro2k,added
MO06PED01,variableType::d18O,,measured,added
MO06PED01,proxy::d18O,,d18O,added
MO06PED01,jcpCorrected::d18O,,0,added
MO06PED01,jcpUsed::d18O,,0,added
MO06PED01,coralExtensionRate::d18O,,1.25,added
MO06PED01,coralExtensionRateNotes::d18O,,1-1.5 mm/yr,added
MO06PED01,createdBy::d18O,,CoralHydro2k,added
MO20KOI01,analyticalError::d18O,NA,0.06,changed
MO20KOI01,number::d18O,1,4,changed
MO20KOI01,measurementTableName::year,measurementTable3,measurementTable1,changed
MO20KOI01,TSid::year,RIRpOPHMQBs9haqTD,RRggrlFJnHVoolBWD,changed
MO20KOI01,hasTimeTsid::year,RIRpOPHMQBs9haqTD,RRggrlFJnHVoolBWD,changed
MO20KOI01,number::year,2,1,changed
MO20KOI01,analyticalError::Sr/Ca,0.014,0.06,changed
MO20KOI01,number::Sr/Ca,1,3,changed
MO20KOI01,createdBy::year,,CoralHydro2k,added
MO20KOI01,variableType::d18O,,measured,added
MO20KOI01,proxy::d18O,,d18O,added
MO20KOI01,jcpCorrected::d18O,,0,added
MO20KOI01,jcpMeasured::d18O,,8.828,added
MO20KOI01,jcpNotes::d18O,,"The analytical errors for JCp-1 is 0.10% (average 8.828   0.009 mmol/mol, n = 124)",added
MO20KOI01,jcpUsed::d18O,,1,added
MO20KOI01,datum::d18O,,0,added
MO20KOI01,coralExtensionRate::d18O,,18.5,added
MO20KOI01,coralExtensionRateNotes::d18O,,~18.5 mm/year,added
MO20KOI01,coralTissueThickness::d18O,,6,added
MO20KOI01,createdBy::d18O,,CoralHydro2k,added
MO20KOI01,variableType::Sr/Ca,,measured,added
MO20KOI01,proxy::Sr/Ca,,Sr/Ca,added
MO20KOI01,jcpCorrected::Sr/Ca,,0,added
MO20KOI01,jcpMeasured::Sr/Ca,,8.828,added
MO20KOI01,jcpNotes::Sr/Ca,,"The analytical errors for JCp-1 is 0.10% (average 8.828   0.009 mmol/mol, n = 124)",added
MO20KOI01,jcpUsed::Sr/Ca,,1,added
MO20KOI01,datum::Sr/Ca,,0,added
MO20KOI01,coralExtensionRate::Sr/Ca,,18.5,added
MO20KOI01,coralExtensionRateNotes::Sr/Ca,,~18.5 mm/year,added
MO20KOI01,coralTissueThickness::Sr/Ca,,6,added
MO20KOI01,createdBy::Sr/Ca,,CoralHydro2k,added
MO20KOI01,inferredMaterial::d18O,,sea water,added
MO20WOA01,analyticalError::d18O,NA,0.06,changed
MO20WOA01,notes::d18O,uncertainty on Sr/Ca intercept is 0.0018,uncertainty on Sr/Ca intercept is ±0.0018,changed
MO20WOA01,number::d18O,1,4,changed
MO20WOA01,measurementTableName::year,measurementTable3,measurementTable1,changed
MO20WOA01,TSid::year,RJhjj3S9V7XK6LBxp,RBVspv2JpyprIwcTo,changed
MO20WOA01,hasTimeTsid::year,RJhjj3S9V7XK6LBxp,RBVspv2JpyprIwcTo,changed
MO20WOA01,number::year,2,1,changed
MO20WOA01,analyticalError::Sr/Ca,0.018,0.06,changed
MO20WOA01,notes::Sr/Ca,uncertainty on Sr/Ca intercept is 0.0018,uncertainty on Sr/Ca intercept is ±0.0018,changed
MO20WOA01,number::Sr/Ca,1,3,changed
MO20WOA01,createdBy::year,,CoralHydro2k,added
MO20WOA01,variableType::d18O,,measured,added
MO20WOA01,proxy::d18O,,d18O,added
MO20WOA01,jcpCorrected::d18O,,0,added
MO20WOA01,jcpMeasured::d18O,,8.824,added
MO20WOA01,jcpNotes::d18O,,"For Sr/Ca, we use reference standard JCp-1. The analytical errors for JCp-1 is 0.18% (aver",added
MO20WOA01,jcpUsed::d18O,,1,added
MO20WOA01,datum::d18O,,0,added
MO20WOA01,coralExtensionRate::d18O,,11,added
MO20WOA01,coralExtensionRateNotes::d18O,,~11 mm/year,added
MO20WOA01,coralTissueThickness::d18O,,6,added
MO20WOA01,createdBy::d18O,,CoralHydro2k,added
MO20WOA01,variableType::Sr/Ca,,measured,added
MO20WOA01,proxy::Sr/Ca,,Sr/Ca,added
MO20WOA01,jcpCorrected::Sr/Ca,,0,added
MO20WOA01,jcpMeasured::Sr/Ca,,8.824,added
MO20WOA01,jcpNotes::Sr/Ca,,"For Sr/Ca, we use reference standard JCp-1. The analytical errors for JCp-1 is 0.18% (aver",added
MO20WOA01,jcpUsed::Sr/Ca,,1,added
MO20WOA01,datum::Sr/Ca,,0,added
MO20WOA01,coralExtensionRate::Sr/Ca,,11,added
MO20WOA01,coralExtensionRateNotes::Sr/Ca,,~11 mm/year,added
MO20WOA01,coralTissueThickness::Sr/Ca,,6,added
MO20WOA01,createdBy::Sr/Ca,,CoralHydro2k,added
MO20WOA01,inferredMaterial::d18O,,sea water,added
MU17DOA01,samplingNotes::d18O,drill press - one sample every 3 mm,drill press - one sample every ~3 mm,changed
MU17DOA01,samplingResolution::d18O,3 mm,~3 mm,changed
MU17DOA01,number::d18O,1,2,changed
MU17DOA01,number::year,2,1,changed
MU17DOA01,createdBy::year,,CoralHydro2k,added
MU17DOA01,variableType::d18O,,measured,added
MU17DOA01,proxy::d18O,,d18O,added
MU17DOA01,jcpCorrected::d18O,,0,added
MU17DOA01,jcpUsed::d18O,,0,added
MU17DOA01,datum::d18O,,0,added
MU17DOA01,createdBy::d18O,,CoralHydro2k,added
MU18GSI01,number::d18O,1,2,changed
MU18GSI01,number::year,2,1,changed
MU18GSI01,analyticalError::Sr/Ca,0.2,0.07,changed
MU18GSI01,number::Sr/Ca,1,2,changed
MU18GSI01,createdBy::year,,CoralHydro2k,added
MU18GSI01,variableType::d18O,,measured,added
MU18GSI01,proxy::d18O,,d18O,added
MU18GSI01,jcpCorrected::d18O,,0,added
MU18GSI01,jcpMeasured::d18O,,8.851,added
MU18GSI01,jcpNotes::d18O,,Analytical precision and accuracy were determined through repeat measurements of the coral,added
MU18GSI01,jcpUsed::d18O,,1,added
MU18GSI01,datum::d18O,,0,added
MU18GSI01,coralExtensionRate::d18O,,10.9,added
MU18GSI01,coralExtensionRateNotes::d18O,,10.9 mm/yr,added
MU18GSI01,createdBy::d18O,,CoralHydro2k,added
MU18GSI01,variableType::Sr/Ca,,measured,added
MU18GSI01,proxy::Sr/Ca,,Sr/Ca,added
MU18GSI01,jcpCorrected::Sr/Ca,,0,added
MU18GSI01,jcpMeasured::Sr/Ca,,8.851,added
MU18GSI01,jcpNotes::Sr/Ca,,Analytical precision and accuracy were determined through repeat measurements of the coral,added
MU18GSI01,jcpUsed::Sr/Ca,,1,added
MU18GSI01,datum::Sr/Ca,,0,added
MU18GSI01,coralExtensionRate::Sr/Ca,,10.9,added
MU18GSI01,coralExtensionRateNotes::Sr/Ca,,10.9 mm/yr,added
MU18GSI01,createdBy::Sr/Ca,,CoralHydro2k,added
MU18NPI01,number::d18O,1,2,changed
MU18NPI01,number::year,2,1,changed
MU18NPI01,analyticalError::Sr/Ca,0.2,0.07,changed
MU18NPI01,number::Sr/Ca,1,2,changed
MU18NPI01,createdBy::year,,CoralHydro2k,added
MU18NPI01,variableType::d18O,,measured,added
MU18NPI01,proxy::d18O,,d18O,added
MU18NPI01,jcpCorrected::d18O,,0,added
MU18NPI01,jcpMeasured::d18O,,8.851,added
MU18NPI01,jcpNotes::d18O,,Analytical precision and accuracy were determined through repeat measurements of the coral,added
MU18NPI01,jcpUsed::d18O,,1,added
MU18NPI01,datum::d18O,,0,added
MU18NPI01,coralExtensionRate::d18O,,10.9,added
MU18NPI01,coralExtensionRateNotes::d18O,,10.9 mm/yr,added
MU18NPI01,createdBy::d18O,,CoralHydro2k,added
MU18NPI01,variableType::Sr/Ca,,measured,added
MU18NPI01,proxy::Sr/Ca,,Sr/Ca,added
MU18NPI01,jcpCorrected::Sr/Ca,,0,added
MU18NPI01,jcpMeasured::Sr/Ca,,8.851,added
MU18NPI01,jcpNotes::Sr/Ca,,Analytical precision and accuracy were determined through repeat measurements of the coral,added
MU18NPI01,jcpUsed::Sr/Ca,,1,added
MU18NPI01,datum::Sr/Ca,,0,added
MU18NPI01,coralExtensionRate::Sr/Ca,,10.9,added
MU18NPI01,coralExtensionRateNotes::Sr/Ca,,10.9 mm/yr,added
MU18NPI01,createdBy::Sr/Ca,,CoralHydro2k,added
MU18RED01,pub1_citation,"Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen","Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen",changed
MU18RED01,pub1_title,Spatial and Temporal Robustness of Sr/CaSST Calibrations in Red Sea Corals: Evidence for I,Spatial and Temporal Robustness of Sr/Ca‐SST Calibrations in Red Sea Corals: Evidence for ,changed
MU18RED01,number::Sr/Ca,1,2,changed
MU18RED01,number::year,2,1,changed
MU18RED01,createdBy::year,,CoralHydro2k,added
MU18RED01,variableType::Sr/Ca,,measured,added
MU18RED01,proxy::Sr/Ca,,Sr/Ca,added
MU18RED01,jcpCorrected::Sr/Ca,,0,added
MU18RED01,jcpMeasured::Sr/Ca,,8.8279,added
MU18RED01,jcpUsed::Sr/Ca,,1,added
MU18RED01,datum::Sr/Ca,,0,added
MU18RED01,createdBy::Sr/Ca,,CoralHydro2k,added
MU18RED02,pub1_citation,"Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen","Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen",changed
MU18RED02,pub1_title,Spatial and Temporal Robustness of Sr/CaSST Calibrations in Red Sea Corals: Evidence for I,Spatial and Temporal Robustness of Sr/Ca‐SST Calibrations in Red Sea Corals: Evidence for ,changed
MU18RED02,notes::Sr/Ca,Mean SST ranges given in paper for northern reef 7.7C; for southern reefs 5.8C,Mean SST ranges given in paper for northern reef 7.7°C; for southern reefs 5.8°C,changed
MU18RED02,number::Sr/Ca,1,2,changed
MU18RED02,number::year,2,1,changed
MU18RED02,createdBy::year,,CoralHydro2k,added
MU18RED02,variableType::Sr/Ca,,measured,added
MU18RED02,proxy::Sr/Ca,,Sr/Ca,added
MU18RED02,jcpCorrected::Sr/Ca,,0,added
MU18RED02,jcpMeasured::Sr/Ca,,8.8279,added
MU18RED02,jcpUsed::Sr/Ca,,1,added
MU18RED02,datum::Sr/Ca,,0,added
MU18RED02,createdBy::Sr/Ca,,CoralHydro2k,added
MU18RED03,pub1_citation,"Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen","Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen",changed
MU18RED03,pub1_title,Spatial and Temporal Robustness of Sr/CaSST Calibrations in Red Sea Corals: Evidence for I,Spatial and Temporal Robustness of Sr/Ca‐SST Calibrations in Red Sea Corals: Evidence for ,changed
MU18RED03,notes::Sr/Ca,Mean SST ranges given in paper for northern reef 7.7C; for southern reefs 5.8C,Mean SST ranges given in paper for northern reef 7.7°C; for southern reefs 5.8°C,changed
MU18RED03,number::Sr/Ca,1,2,changed
MU18RED03,number::year,2,1,changed
MU18RED03,createdBy::year,,CoralHydro2k,added
MU18RED03,variableType::Sr/Ca,,measured,added
MU18RED03,proxy::Sr/Ca,,Sr/Ca,added
MU18RED03,jcpCorrected::Sr/Ca,,0,added
MU18RED03,jcpMeasured::Sr/Ca,,8.8279,added
MU18RED03,jcpUsed::Sr/Ca,,1,added
MU18RED03,datum::Sr/Ca,,0,added
MU18RED03,createdBy::Sr/Ca,,CoralHydro2k,added
MU18RED04,pub1_citation,"Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen","Murty, S. A., Bernstein, W. N., Ossolinski, J. E., Davis, R. S., Goodkin, N. F. and Hughen",changed
MU18RED04,pub1_title,Spatial and Temporal Robustness of Sr/CaSST Calibrations in Red Sea Corals: Evidence for I,Spatial and Temporal Robustness of Sr/Ca‐SST Calibrations in Red Sea Corals: Evidence for ,changed
MU18RED04,pub2_citation,"Bryan, S. P., Hughen, K. A., Karnauskas, K. B. and Farrar, J. T. 2019. Two Hundred Fifty Y","Bryan, S. P., Hughen, K. A., Karnauskas, K. B. and Farrar, J. T. 2019. Two Hundred Fifty Y",changed
MU18RED04,pub2_firstauthor,"Bryan, S. P. ","Bryan, S. P.",changed
MU18RED04,pub2_title,Two Hundred Fifty Years of Reconstructed South Asian Summer Monsoon Intensity and DecadalS,Two Hundred Fifty Years of Reconstructed South Asian Summer Monsoon Intensity and Decadal‐,changed
MU18RED04,number::Sr/Ca,1,2,changed
MU18RED04,number::year,2,1,changed
MU18RED04,dataSource,,https://www.ncdc.noaa.gov/paleo/study/26531,added
MU18RED04,createdBy::year,,CoralHydro2k,added
MU18RED04,variableType::Sr/Ca,,measured,added
MU18RED04,proxy::Sr/Ca,,Sr/Ca,added
MU18RED04,datum::Sr/Ca,,0,added
MU18RED04,createdBy::Sr/Ca,,CoralHydro2k,added
NA09MAL01,number::d18O,1,2,changed
NA09MAL01,number::year,2,1,changed
NA09MAL01,createdBy::year,,CoralHydro2k,added
NA09MAL01,variableType::d18O,,measured,added
NA09MAL01,proxy::d18O,,d18O,added
NA09MAL01,jcpCorrected::d18O,,0,added
NA09MAL01,jcpUsed::d18O,,0,added
NA09MAL01,coralExtensionRate::d18O,,15,added
NA09MAL01,coralExtensionRateNotes::d18O,,15 mm/yr,added
NA09MAL01,createdBy::d18O,,CoralHydro2k,added
NU09FAN01,analyticalError::d18O,NA,0.07,changed
NU09FAN01,number::d18O,1,4,changed
NU09FAN01,measurementTableName::year,measurementTable3,measurementTable1,changed
NU09FAN01,TSid::year,RaMPRugqBHy3YC0Vt,Ri6QggMZUhRTu4JkK,changed
NU09FAN01,hasTimeTsid::year,RaMPRugqBHy3YC0Vt,Ri6QggMZUhRTu4JkK,changed
NU09FAN01,number::year,2,1,changed
NU09FAN01,analyticalError::Sr/Ca,0.1,0.07,changed
NU09FAN01,number::Sr/Ca,1,3,changed
NU09FAN01,createdBy::year,,CoralHydro2k,added
NU09FAN01,variableType::d18O,,measured,added
NU09FAN01,proxy::d18O,,d18O,added
NU09FAN01,jcpCorrected::d18O,,0,added
NU09FAN01,jcpUsed::d18O,,0,added
NU09FAN01,datum::d18O,,0,added
NU09FAN01,createdBy::d18O,,CoralHydro2k,added
NU09FAN01,variableType::Sr/Ca,,measured,added
NU09FAN01,proxy::Sr/Ca,,Sr/Ca,added
NU09FAN01,jcpCorrected::Sr/Ca,,0,added
NU09FAN01,jcpUsed::Sr/Ca,,0,added
NU09FAN01,datum::Sr/Ca,,0,added
NU09FAN01,createdBy::Sr/Ca,,CoralHydro2k,added
NU09FAN01,inferredMaterial::d18O,,sea water,added
NU09KIR01,analyticalError::d18O,NA,0.07,changed
NU09KIR01,number::d18O,1,4,changed
NU09KIR01,measurementTableName::year,measurementTable3,measurementTable1,changed
NU09KIR01,TSid::year,R18v1Ah4PgefTVNiA,RIVxmLIidDs7nfeae,changed
NU09KIR01,hasTimeTsid::year,R18v1Ah4PgefTVNiA,RIVxmLIidDs7nfeae,changed
NU09KIR01,number::year,2,1,changed
NU09KIR01,analyticalError::Sr/Ca,0.1,0.07,changed
NU09KIR01,number::Sr/Ca,1,3,changed
NU09KIR01,createdBy::year,,CoralHydro2k,added
NU09KIR01,variableType::d18O,,measured,added
NU09KIR01,proxy::d18O,,d18O,added
NU09KIR01,jcpCorrected::d18O,,0,added
NU09KIR01,jcpUsed::d18O,,0,added
NU09KIR01,datum::d18O,,0,added
NU09KIR01,createdBy::d18O,,CoralHydro2k,added
NU09KIR01,variableType::Sr/Ca,,measured,added
NU09KIR01,proxy::Sr/Ca,,Sr/Ca,added
NU09KIR01,jcpCorrected::Sr/Ca,,0,added
NU09KIR01,jcpUsed::Sr/Ca,,0,added
NU09KIR01,datum::Sr/Ca,,0,added
NU09KIR01,createdBy::Sr/Ca,,CoralHydro2k,added
NU09KIR01,inferredMaterial::d18O,,sea water,added
NU11PAL01,analyticalError::d18O,NA,0.05,changed
NU11PAL01,number::d18O,1,4,changed
NU11PAL01,measurementTableName::year,measurementTable3,measurementTable1,changed
NU11PAL01,TSid::year,Ry8WHMhkr4ceV7BRQ,RMBJS3OFcMlWmbFHE,changed
NU11PAL01,hasTimeTsid::year,Ry8WHMhkr4ceV7BRQ,RMBJS3OFcMlWmbFHE,changed
NU11PAL01,number::year,2,1,changed
NU11PAL01,analyticalError::Sr/Ca,0.07,0.05,changed
NU11PAL01,number::Sr/Ca,1,3,changed
NU11PAL01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/8609,added
NU11PAL01,createdBy::year,,CoralHydro2k,added
NU11PAL01,variableType::d18O,,measured,added
NU11PAL01,proxy::d18O,,d18O,added
NU11PAL01,jcpCorrected::d18O,,0,added
NU11PAL01,jcpUsed::d18O,,0,added
NU11PAL01,datum::d18O,,0,added
NU11PAL01,coralExtensionRate::d18O,,20,added
NU11PAL01,coralExtensionRateNotes::d18O,,20mm/yr,added
NU11PAL01,createdBy::d18O,,CoralHydro2k,added
NU11PAL01,variableType::Sr/Ca,,measured,added
NU11PAL01,proxy::Sr/Ca,,Sr/Ca,added
NU11PAL01,jcpCorrected::Sr/Ca,,0,added
NU11PAL01,jcpUsed::Sr/Ca,,0,added
NU11PAL01,datum::Sr/Ca,,0,added
NU11PAL01,coralExtensionRate::Sr/Ca,,20,added
NU11PAL01,coralExtensionRateNotes::Sr/Ca,,20mm/yr,added
NU11PAL01,createdBy::Sr/Ca,,CoralHydro2k,added
NU11PAL01,inferredMaterial::d18O,,sea water,added
OS13NGP01,geo_description,"open lagoon, patch reef, 6.5 km from land, and 9.5 km from open ocean","open lagoon, patch reef, ~6.5 km from land, and ~9.5 km from open ocean",changed
OS13NGP01,notes::d18O,Multiple linear regression analyses using monthly (non-detrended) anomalies for coral and ,Multiple linear regression analyses using monthly (non-detrended) anomalies for coral and ,changed
OS13NGP01,number::d18O,1,2,changed
OS13NGP01,number::year,2,1,changed
OS13NGP01,createdBy::year,,CoralHydro2k,added
OS13NGP01,variableType::d18O,,measured,added
OS13NGP01,proxy::d18O,,d18O,added
OS13NGP01,jcpCorrected::d18O,,0,added
OS13NGP01,jcpUsed::d18O,,0,added
OS13NGP01,datum::d18O,,0,added
