dataSetName,column,key,wanted,has
DO18GBR01,year,gbrChronologyNotes,GBRCD,
DO18GBR01,year,gbrDataCoverageGroup,GBRCD,
DO18GBR01,year,gbrIsAnomaly,GBRCD,
DO18GBR01,year,gbrIsDatabaseDuplicate,GBRCD,
DO18GBR01,year,gbrUThDate,GBRCD,
DO18GBR01,year,gbrUThDateUncertainty,GBRCD,
DO18GBR01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18GBR01,year,jcpUsed,CoralHydro2k;GBRCD,
DO18HAV01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18HAV01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18HAV01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18HAV01,year,gbr14CDate,GBRCD,
DO18HAV01,year,gbr14CDateUncertainty,GBRCD,
DO18HAV01,year,gbrChronologyNotes,GBRCD,
DO18HAV01,year,gbrDataCoverageGroup,GBRCD,
DO18HAV01,year,gbrIsAnomaly,GBRCD,
DO18HAV01,year,gbrIsDatabaseDuplicate,GBRCD,
DO18HAV01,year,gbrUThDate,GBRCD,
DO18HAV01,year,gbrUThDateUncertainty,GBRCD,
DO18HAV01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18HAV01,year,jcpUsed,CoralHydro2k;GBRCD,
DO18LIZ01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18LIZ01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18LIZ01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18LIZ01,year,gbr14CDate,GBRCD,
DO18LIZ01,year,gbr14CDateUncertainty,GBRCD,
DO18LIZ01,year,gbrChronologyNotes,GBRCD,
DO18LIZ01,year,gbrDataCoverageGroup,GBRCD,
DO18LIZ01,year,gbrIsAnomaly,GBRCD,
DO18LIZ01,year,gbrIsDatabaseDuplicate,GBRCD,
DO18LIZ01,year,gbrUThDate,GBRCD,
DO18LIZ01,year,gbrUThDateUncertainty,GBRCD,
DO18LIZ01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18LIZ01,year,jcpUsed,CoralHydro2k;GBRCD,
DO18MYR01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18MYR01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18MYR01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18MYR01,year,gbr14CDate,GBRCD,
DO18MYR01,year,gbr14CDateUncertainty,GBRCD,
DO18MYR01,year,gbrChronologyNotes,GBRCD,
DO18MYR01,year,gbrDataCoverageGroup,GBRCD,
DO18MYR01,year,gbrIsAnomaly,GBRCD,
DO18MYR01,year,gbrIsDatabaseDuplicate,GBRCD,
DO18MYR01,year,gbrUThDate,GBRCD,
DO18MYR01,year,gbrUThDateUncertainty,GBRCD,
DO18MYR01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18MYR01,year,jcpUsed,CoralHydro2k;GBRCD,
DO18MYR02,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18MYR02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18MYR02,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18MYR02,year,gbr14CDate,GBRCD,
DO18MYR02,year,gbr14CDateUncertainty,GBRCD,
DO18MYR02,year,gbrChronologyNotes,GBRCD,
DO18MYR02,year,gbrDataCoverageGroup,GBRCD,
DO18MYR02,year,gbrIsAnomaly,GBRCD,
DO18MYR02,year,gbrIsDatabaseDuplicate,GBRCD,
DO18MYR02,year,gbrUThDate,GBRCD,
DO18MYR02,year,gbrUThDateUncertainty,GBRCD,
DO18MYR02,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18MYR02,year,jcpUsed,CoralHydro2k;GBRCD,
DO18MYR03,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18MYR03,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18MYR03,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18MYR03,year,gbr14CDate,GBRCD,
DO18MYR03,year,gbr14CDateUncertainty,GBRCD,
DO18MYR03,year,gbrChronologyNotes,GBRCD,
DO18MYR03,year,gbrDataCoverageGroup,GBRCD,
DO18MYR03,year,gbrIsAnomaly,GBRCD,
DO18MYR03,year,gbrIsDatabaseDuplicate,GBRCD,
DO18MYR03,year,gbrUThDate,GBRCD,
DO18MYR03,year,gbrUThDateUncertainty,GBRCD,
DO18MYR03,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18MYR03,year,jcpUsed,CoralHydro2k;GBRCD,
DO18MYR04,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18MYR04,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18MYR04,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18MYR04,year,gbr14CDate,GBRCD,
DO18MYR04,year,gbr14CDateUncertainty,GBRCD,
DO18MYR04,year,gbrChronologyNotes,GBRCD,
DO18MYR04,year,gbrDataCoverageGroup,GBRCD,
DO18MYR04,year,gbrIsAnomaly,GBRCD,
DO18MYR04,year,gbrIsDatabaseDuplicate,GBRCD,
DO18MYR04,year,gbrUThDate,GBRCD,
DO18MYR04,year,gbrUThDateUncertainty,GBRCD,
DO18MYR04,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18MYR04,year,jcpUsed,CoralHydro2k;GBRCD,
DO18RIB01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO18RIB01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
DO18RIB01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO18RIB01,year,gbr14CDate,GBRCD,
DO18RIB01,year,gbr14CDateUncertainty,GBRCD,
DO18RIB01,year,gbrChronologyNotes,GBRCD,
DO18RIB01,year,gbrDataCoverageGroup,GBRCD,
DO18RIB01,year,gbrIsAnomaly,GBRCD,
DO18RIB01,year,gbrIsDatabaseDuplicate,GBRCD,
DO18RIB01,year,gbrUThDate,GBRCD,
DO18RIB01,year,gbrUThDateUncertainty,GBRCD,
DO18RIB01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO18RIB01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22ARL01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22ARL01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22ARL01,year,gbr14CDate,GBRCD,
DO22ARL01,year,gbr14CDateUncertainty,GBRCD,
DO22ARL01,year,gbrChronologyNotes,GBRCD,
DO22ARL01,year,gbrDataCoverageGroup,GBRCD,
DO22ARL01,year,gbrIsAnomaly,GBRCD,
DO22ARL01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22ARL01,year,gbrUThDate,GBRCD,
DO22ARL01,year,gbrUThDateUncertainty,GBRCD,
DO22ARL01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22ARL01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22BRT01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22BRT01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22BRT01,year,gbr14CDate,GBRCD,
DO22BRT01,year,gbr14CDateUncertainty,GBRCD,
DO22BRT01,year,gbrChronologyNotes,GBRCD,
DO22BRT01,year,gbrDataCoverageGroup,GBRCD,
DO22BRT01,year,gbrIsAnomaly,GBRCD,
DO22BRT01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22BRT01,year,gbrUThDate,GBRCD,
DO22BRT01,year,gbrUThDateUncertainty,GBRCD,
DO22BRT01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22BRT01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22FIT01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22FIT01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22FIT01,year,gbr14CDate,GBRCD,
DO22FIT01,year,gbr14CDateUncertainty,GBRCD,
DO22FIT01,year,gbrChronologyNotes,GBRCD,
DO22FIT01,year,gbrDataCoverageGroup,GBRCD,
DO22FIT01,year,gbrIsAnomaly,GBRCD,
DO22FIT01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22FIT01,year,gbrUThDate,GBRCD,
DO22FIT01,year,gbrUThDateUncertainty,GBRCD,
DO22FIT01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22FIT01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22FIT02,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22FIT02,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22FIT02,year,gbr14CDate,GBRCD,
DO22FIT02,year,gbr14CDateUncertainty,GBRCD,
DO22FIT02,year,gbrChronologyNotes,GBRCD,
DO22FIT02,year,gbrDataCoverageGroup,GBRCD,
DO22FIT02,year,gbrIsAnomaly,GBRCD,
DO22FIT02,year,gbrIsDatabaseDuplicate,GBRCD,
DO22FIT02,year,gbrUThDate,GBRCD,
DO22FIT02,year,gbrUThDateUncertainty,GBRCD,
DO22FIT02,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22FIT02,year,jcpUsed,CoralHydro2k;GBRCD,
DO22HIG01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22HIG01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22HIG01,year,gbr14CDate,GBRCD,
DO22HIG01,year,gbr14CDateUncertainty,GBRCD,
DO22HIG01,year,gbrChronologyNotes,GBRCD,
DO22HIG01,year,gbrDataCoverageGroup,GBRCD,
DO22HIG01,year,gbrIsAnomaly,GBRCD,
DO22HIG01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22HIG01,year,gbrUThDate,GBRCD,
DO22HIG01,year,gbrUThDateUncertainty,GBRCD,
DO22HIG01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22HIG01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22HMP01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22HMP01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22HMP01,year,gbr14CDate,GBRCD,
DO22HMP01,year,gbr14CDateUncertainty,GBRCD,
DO22HMP01,year,gbrChronologyNotes,GBRCD,
DO22HMP01,year,gbrDataCoverageGroup,GBRCD,
DO22HMP01,year,gbrIsAnomaly,GBRCD,
DO22HMP01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22HMP01,year,gbrUThDate,GBRCD,
DO22HMP01,year,gbrUThDateUncertainty,GBRCD,
DO22HMP01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22HMP01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22MAG01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22MAG01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22MAG01,year,gbr14CDate,GBRCD,
DO22MAG01,year,gbr14CDateUncertainty,GBRCD,
DO22MAG01,year,gbrChronologyNotes,GBRCD,
DO22MAG01,year,gbrDataCoverageGroup,GBRCD,
DO22MAG01,year,gbrIsAnomaly,GBRCD,
DO22MAG01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22MAG01,year,gbrUThDate,GBRCD,
DO22MAG01,year,gbrUThDateUncertainty,GBRCD,
DO22MAG01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22MAG01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22OYS01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22OYS01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22OYS01,year,gbr14CDate,GBRCD,
DO22OYS01,year,gbr14CDateUncertainty,GBRCD,
DO22OYS01,year,gbrChronologyNotes,GBRCD,
DO22OYS01,year,gbrDataCoverageGroup,GBRCD,
DO22OYS01,year,gbrIsAnomaly,GBRCD,
DO22OYS01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22OYS01,year,gbrUThDate,GBRCD,
DO22OYS01,year,gbrUThDateUncertainty,GBRCD,
DO22OYS01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22OYS01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22PAN01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22PAN01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22PAN01,year,gbr14CDate,GBRCD,
DO22PAN01,year,gbr14CDateUncertainty,GBRCD,
DO22PAN01,year,gbrChronologyNotes,GBRCD,
DO22PAN01,year,gbrDataCoverageGroup,GBRCD,
DO22PAN01,year,gbrIsAnomaly,GBRCD,
DO22PAN01,year,gbrIsDatabaseDuplicate,GBRCD,
DO22PAN01,year,gbrUThDate,GBRCD,
DO22PAN01,year,gbrUThDateUncertainty,GBRCD,
DO22PAN01,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22PAN01,year,jcpUsed,CoralHydro2k;GBRCD,
DO22PAN02,year,coralExtensionRate,CoralHydro2k;GBRCD,
DO22PAN02,year,coralTissueThickness,CoralHydro2k;GBRCD,
DO22PAN02,year,gbr14CDate,GBRCD,
DO22PAN02,year,gbr14CDateUncertainty,GBRCD,
DO22PAN02,year,gbrChronologyNotes,GBRCD,
DO22PAN02,year,gbrDataCoverageGroup,GBRCD,
DO22PAN02,year,gbrIsAnomaly,GBRCD,
DO22PAN02,year,gbrIsDatabaseDuplicate,GBRCD,
DO22PAN02,year,gbrUThDate,GBRCD,
DO22PAN02,year,gbrUThDateUncertainty,GBRCD,
DO22PAN02,year,jcpMeasured,CoralHydro2k;GBRCD,
DO22PAN02,year,jcpUsed,CoralHydro2k;GBRCD,
DR95LMI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DR95LMI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DR95LMI01,year,gbr14CDate,GBRCD,
DR95LMI01,year,gbr14CDateUncertainty,GBRCD,
DR95LMI01,year,gbrChronologyNotes,GBRCD,
DR95LMI01,year,gbrDataCoverageGroup,GBRCD,
DR95LMI01,year,gbrIsAnomaly,GBRCD,
DR95LMI01,year,gbrIsDatabaseDuplicate,GBRCD,
DR95LMI01,year,gbrUThDate,GBRCD,
DR95LMI01,year,gbrUThDateUncertainty,GBRCD,
DR95LMI01,year,jcpMeasured,CoralHydro2k;GBRCD,
DR95LMI01,year,jcpUsed,CoralHydro2k;GBRCD,
DR99ABR01_1,year,coralExtensionRate,CoralHydro2k;GBRCD,
DR99ABR01_1,year,coralTissueThickness,CoralHydro2k;GBRCD,
DR99ABR01_1,year,gbr14CDate,GBRCD,
DR99ABR01_1,year,gbr14CDateUncertainty,GBRCD,
DR99ABR01_1,year,gbrChronologyNotes,GBRCD,
DR99ABR01_1,year,gbrDataCoverageGroup,GBRCD,
DR99ABR01_1,year,gbrIsAnomaly,GBRCD,
DR99ABR01_1,year,gbrIsDatabaseDuplicate,GBRCD,
DR99ABR01_1,year,gbrUThDate,GBRCD,
DR99ABR01_1,year,gbrUThDateUncertainty,GBRCD,
DR99ABR01_1,year,jcpMeasured,CoralHydro2k;GBRCD,
DR99ABR01_1,year,jcpUsed,CoralHydro2k;GBRCD,
DR99ABR01_2,year,coralExtensionRate,CoralHydro2k;GBRCD,
DR99ABR01_2,year,coralTissueThickness,CoralHydro2k;GBRCD,
DR99ABR01_2,year,gbr14CDate,GBRCD,
DR99ABR01_2,year,gbr14CDateUncertainty,GBRCD,
DR99ABR01_2,year,gbrChronologyNotes,GBRCD,
DR99ABR01_2,year,gbrDataCoverageGroup,GBRCD,
DR99ABR01_2,year,gbrIsAnomaly,GBRCD,
DR99ABR01_2,year,gbrIsDatabaseDuplicate,GBRCD,
DR99ABR01_2,year,gbrUThDate,GBRCD,
DR99ABR01_2,year,gbrUThDateUncertainty,GBRCD,
DR99ABR01_2,year,jcpMeasured,CoralHydro2k;GBRCD,
DR99ABR01_2,year,jcpUsed,CoralHydro2k;GBRCD,
DR99ABR02,year,coralExtensionRate,CoralHydro2k;GBRCD,
DR99ABR02,year,coralTissueThickness,CoralHydro2k;GBRCD,
DR99ABR02,year,gbr14CDate,GBRCD,
DR99ABR02,year,gbr14CDateUncertainty,GBRCD,
DR99ABR02,year,gbrChronologyNotes,GBRCD,
DR99ABR02,year,gbrDataCoverageGroup,GBRCD,
DR99ABR02,year,gbrIsAnomaly,GBRCD,
DR99ABR02,year,gbrIsDatabaseDuplicate,GBRCD,
DR99ABR02,year,gbrUThDate,GBRCD,
DR99ABR02,year,gbrUThDateUncertainty,GBRCD,
DR99ABR02,year,jcpMeasured,CoralHydro2k;GBRCD,
DR99ABR02,year,jcpUsed,CoralHydro2k;GBRCD,
DR99HER01,year,coralExtensionRate,CoralHydro2k;GBRCD,
DR99HER01,year,coralTissueThickness,CoralHydro2k;GBRCD,
DR99HER01,year,gbr14CDate,GBRCD,
DR99HER01,year,gbr14CDateUncertainty,GBRCD,
DR99HER01,year,gbrChronologyNotes,GBRCD,
DR99HER01,year,gbrDataCoverageGroup,GBRCD,
DR99HER01,year,gbrIsAnomaly,GBRCD,
DR99HER01,year,gbrIsDatabaseDuplicate,GBRCD,
DR99HER01,year,gbrUThDate,GBRCD,
DR99HER01,year,gbrUThDateUncertainty,GBRCD,
DR99HER01,year,jcpMeasured,CoralHydro2k;GBRCD,
DR99HER01,year,jcpUsed,CoralHydro2k;GBRCD,
EL19OTI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
EL19OTI01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
EL19OTI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
EL19OTI01,year,gbr14CDate,GBRCD,
EL19OTI01,year,gbr14CDateUncertainty,GBRCD,
EL19OTI01,year,gbrChronologyNotes,GBRCD,
EL19OTI01,year,gbrDataCoverageGroup,GBRCD,
EL19OTI01,year,gbrIsAnomaly,GBRCD,
EL19OTI01,year,gbrIsDatabaseDuplicate,GBRCD,
EL19OTI01,year,gbrUThDate,GBRCD,
EL19OTI01,year,gbrUThDateUncertainty,GBRCD,
EL19OTI01,year,jcpMeasured,CoralHydro2k;GBRCD,
EL19OTI01,year,jcpUsed,CoralHydro2k;GBRCD,
ER16MAG01,year,coralExtensionRate,CoralHydro2k;GBRCD,
ER16MAG01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
ER16MAG01,year,coralTissueThickness,CoralHydro2k;GBRCD,
ER16MAG01,year,gbr14CDate,GBRCD,
ER16MAG01,year,gbr14CDateUncertainty,GBRCD,
ER16MAG01,year,gbrChronologyNotes,GBRCD,
ER16MAG01,year,gbrDataCoverageGroup,GBRCD,
ER16MAG01,year,gbrIsAnomaly,GBRCD,
ER16MAG01,year,gbrIsDatabaseDuplicate,GBRCD,
ER16MAG01,year,gbrUThDate,GBRCD,
ER16MAG01,year,gbrUThDateUncertainty,GBRCD,
ER16MAG01,year,jcpMeasured,CoralHydro2k;GBRCD,
ER16MAG01,year,jcpUsed,CoralHydro2k;GBRCD,
ER20HAV01,year,coralExtensionRate,CoralHydro2k;GBRCD,
ER20HAV01,year,coralTissueThickness,CoralHydro2k;GBRCD,
ER20HAV01,year,gbr14CDate,GBRCD,
ER20HAV01,year,gbr14CDateUncertainty,GBRCD,
ER20HAV01,year,gbrChronologyNotes,GBRCD,
ER20HAV01,year,gbrDataCoverageGroup,GBRCD,
ER20HAV01,year,gbrIsAnomaly,GBRCD,
ER20HAV01,year,gbrIsDatabaseDuplicate,GBRCD,
ER20HAV01,year,gbrUThDate,GBRCD,
ER20HAV01,year,gbrUThDateUncertainty,GBRCD,
ER20HAV01,year,jcpMeasured,CoralHydro2k;GBRCD,
ER20HAV01,year,jcpUsed,CoralHydro2k;GBRCD,
ER20HAV02,year,coralExtensionRate,CoralHydro2k;GBRCD,
ER20HAV02,year,coralTissueThickness,CoralHydro2k;GBRCD,
ER20HAV02,year,gbr14CDate,GBRCD,
ER20HAV02,year,gbr14CDateUncertainty,GBRCD,
ER20HAV02,year,gbrChronologyNotes,GBRCD,
ER20HAV02,year,gbrDataCoverageGroup,GBRCD,
ER20HAV02,year,gbrIsAnomaly,GBRCD,
ER20HAV02,year,gbrIsDatabaseDuplicate,GBRCD,
ER20HAV02,year,gbrUThDate,GBRCD,
ER20HAV02,year,gbrUThDateUncertainty,GBRCD,
ER20HAV02,year,jcpMeasured,CoralHydro2k;GBRCD,
ER20HAV02,year,jcpUsed,CoralHydro2k;GBRCD,
ER20PAN01,year,coralExtensionRate,CoralHydro2k;GBRCD,
ER20PAN01,year,coralTissueThickness,CoralHydro2k;GBRCD,
ER20PAN01,year,gbr14CDate,GBRCD,
ER20PAN01,year,gbr14CDateUncertainty,GBRCD,
ER20PAN01,year,gbrChronologyNotes,GBRCD,
ER20PAN01,year,gbrDataCoverageGroup,GBRCD,
ER20PAN01,year,gbrIsAnomaly,GBRCD,
ER20PAN01,year,gbrIsDatabaseDuplicate,GBRCD,
ER20PAN01,year,gbrUThDate,GBRCD,
ER20PAN01,year,gbrUThDateUncertainty,GBRCD,
ER20PAN01,year,jcpMeasured,CoralHydro2k;GBRCD,
ER20PAN01,year,jcpUsed,CoralHydro2k;GBRCD,
ER20PAN02,year,coralExtensionRate,CoralHydro2k;GBRCD,
ER20PAN02,year,coralTissueThickness,CoralHydro2k;GBRCD,
ER20PAN02,year,gbr14CDate,GBRCD,
ER20PAN02,year,gbr14CDateUncertainty,GBRCD,
ER20PAN02,year,gbrChronologyNotes,GBRCD,
ER20PAN02,year,gbrDataCoverageGroup,GBRCD,
ER20PAN02,year,gbrIsAnomaly,GBRCD,
ER20PAN02,year,gbrIsDatabaseDuplicate,GBRCD,
ER20PAN02,year,gbrUThDate,GBRCD,
ER20PAN02,year,gbrUThDateUncertainty,GBRCD,
ER20PAN02,year,jcpMeasured,CoralHydro2k;GBRCD,
ER20PAN02,year,jcpUsed,CoralHydro2k;GBRCD,
FA00PAN01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA00PAN01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA00PAN01,year,gbr14CDate,GBRCD,
FA00PAN01,year,gbr14CDateUncertainty,GBRCD,
FA00PAN01,year,gbrChronologyNotes,GBRCD,
FA00PAN01,year,gbrDataCoverageGroup,GBRCD,
FA00PAN01,year,gbrIsAnomaly,GBRCD,
FA00PAN01,year,gbrIsDatabaseDuplicate,GBRCD,
FA00PAN01,year,gbrUThDate,GBRCD,
FA00PAN01,year,gbrUThDateUncertainty,GBRCD,
FA00PAN01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA00PAN01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03DAV01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03DAV01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03DAV01,year,gbr14CDate,GBRCD,
FA03DAV01,year,gbr14CDateUncertainty,GBRCD,
FA03DAV01,year,gbrChronologyNotes,GBRCD,
FA03DAV01,year,gbrDataCoverageGroup,GBRCD,
FA03DAV01,year,gbrIsAnomaly,GBRCD,
FA03DAV01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03DAV01,year,gbrUThDate,GBRCD,
FA03DAV01,year,gbrUThDateUncertainty,GBRCD,
FA03DAV01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03DAV01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03DAV02,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03DAV02,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03DAV02,year,gbr14CDate,GBRCD,
FA03DAV02,year,gbr14CDateUncertainty,GBRCD,
FA03DAV02,year,gbrChronologyNotes,GBRCD,
FA03DAV02,year,gbrDataCoverageGroup,GBRCD,
FA03DAV02,year,gbrIsAnomaly,GBRCD,
FA03DAV02,year,gbrIsDatabaseDuplicate,GBRCD,
FA03DAV02,year,gbrUThDate,GBRCD,
FA03DAV02,year,gbrUThDateUncertainty,GBRCD,
FA03DAV02,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03DAV02,year,jcpUsed,CoralHydro2k;GBRCD,
FA03HAV01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03HAV01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03HAV01,year,gbr14CDate,GBRCD,
FA03HAV01,year,gbr14CDateUncertainty,GBRCD,
FA03HAV01,year,gbrChronologyNotes,GBRCD,
FA03HAV01,year,gbrDataCoverageGroup,GBRCD,
FA03HAV01,year,gbrIsAnomaly,GBRCD,
FA03HAV01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03HAV01,year,gbrUThDate,GBRCD,
FA03HAV01,year,gbrUThDateUncertainty,GBRCD,
FA03HAV01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03HAV01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03MYR01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03MYR01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
FA03MYR01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03MYR01,year,gbr14CDate,GBRCD,
FA03MYR01,year,gbr14CDateUncertainty,GBRCD,
FA03MYR01,year,gbrChronologyNotes,GBRCD,
FA03MYR01,year,gbrDataCoverageGroup,GBRCD,
FA03MYR01,year,gbrIsAnomaly,GBRCD,
FA03MYR01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03MYR01,year,gbrUThDate,GBRCD,
FA03MYR01,year,gbrUThDateUncertainty,GBRCD,
FA03MYR01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03MYR01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03ORP01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03ORP01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03ORP01,year,gbr14CDate,GBRCD,
FA03ORP01,year,gbr14CDateUncertainty,GBRCD,
FA03ORP01,year,gbrChronologyNotes,GBRCD,
FA03ORP01,year,gbrDataCoverageGroup,GBRCD,
FA03ORP01,year,gbrIsAnomaly,GBRCD,
FA03ORP01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03ORP01,year,gbrUThDate,GBRCD,
FA03ORP01,year,gbrUThDateUncertainty,GBRCD,
FA03ORP01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03ORP01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03PAN01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03PAN01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03PAN01,year,gbr14CDate,GBRCD,
FA03PAN01,year,gbr14CDateUncertainty,GBRCD,
FA03PAN01,year,gbrChronologyNotes,GBRCD,
FA03PAN01,year,gbrDataCoverageGroup,GBRCD,
FA03PAN01,year,gbrIsAnomaly,GBRCD,
FA03PAN01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03PAN01,year,gbrUThDate,GBRCD,
FA03PAN01,year,gbrUThDateUncertainty,GBRCD,
FA03PAN01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03PAN01,year,jcpUsed,CoralHydro2k;GBRCD,
FA03WHE01,year,coralExtensionRate,CoralHydro2k;GBRCD,
FA03WHE01,year,coralTissueThickness,CoralHydro2k;GBRCD,
FA03WHE01,year,gbr14CDate,GBRCD,
FA03WHE01,year,gbr14CDateUncertainty,GBRCD,
FA03WHE01,year,gbrChronologyNotes,GBRCD,
FA03WHE01,year,gbrDataCoverageGroup,GBRCD,
FA03WHE01,year,gbrIsAnomaly,GBRCD,
FA03WHE01,year,gbrIsDatabaseDuplicate,GBRCD,
FA03WHE01,year,gbrUThDate,GBRCD,
FA03WHE01,year,gbrUThDateUncertainty,GBRCD,
FA03WHE01,year,jcpMeasured,CoralHydro2k;GBRCD,
FA03WHE01,year,jcpUsed,CoralHydro2k;GBRCD,
GA98ORP01,year,coralExtensionRate,CoralHydro2k;GBRCD,
GA98ORP01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
GA98ORP01,year,coralTissueThickness,CoralHydro2k;GBRCD,
GA98ORP01,year,gbr14CDate,GBRCD,
