dataSetName,column,key,wanted,has
GA98ORP01,year,gbr14CDateUncertainty,GBRCD,
GA98ORP01,year,gbrChronologyNotes,GBRCD,
GA98ORP01,year,gbrDataCoverageGroup,GBRCD,
GA98ORP01,year,gbrIsAnomaly,GBRCD,
GA98ORP01,year,gbrIsDatabaseDuplicate,GBRCD,
GA98ORP01,year,gbrUThDate,GBRCD,
GA98ORP01,year,gbrUThDateUncertainty,GBRCD,
GA98ORP01,year,jcpMeasured,CoralHydro2k;GBRCD,
GA98ORP01,year,jcpUsed,CoralHydro2k;GBRCD,
HE02GBR01,year,coralExtensionRate,CoralHydro2k;GBRCD,
HE02GBR01,year,coralTissueThickness,CoralHydro2k;GBRCD,
HE02GBR01,year,gbr14CDate,GBRCD,
HE02GBR01,year,gbr14CDateUncertainty,GBRCD,
HE02GBR01,year,gbrChronologyNotes,GBRCD,
HE02GBR01,year,gbrDataCoverageGroup,GBRCD,
HE02GBR01,year,gbrIsAnomaly,GBRCD,
HE02GBR01,year,gbrIsDatabaseDuplicate,GBRCD,
HE02GBR01,year,gbrUThDate,GBRCD,
HE02GBR01,year,gbrUThDateUncertainty,GBRCD,
HE02GBR01,year,jcpMeasured,CoralHydro2k;GBRCD,
HE02GBR01,year,jcpUsed,CoralHydro2k;GBRCD,
HE03GBR01,year,coralExtensionRate,CoralHydro2k;GBRCD,
HE03GBR01,year,coralTissueThickness,CoralHydro2k;GBRCD,
HE03GBR01,year,gbr14CDate,GBRCD,
HE03GBR01,year,gbr14CDateUncertainty,GBRCD,
HE03GBR01,year,gbrChronologyNotes,GBRCD,
HE03GBR01,year,gbrDataCoverageGroup,GBRCD,
HE03GBR01,year,gbrIsAnomaly,GBRCD,
HE03GBR01,year,gbrIsDatabaseDuplicate,GBRCD,
HE03GBR01,year,gbrUThDate,GBRCD,
HE03GBR01,year,gbrUThDateUncertainty,GBRCD,
HE03GBR01,year,jcpMeasured,CoralHydro2k;GBRCD,
HE03GBR01,year,jcpUsed,CoralHydro2k;GBRCD,
HE03GPI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
HE03GPI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
HE03GPI01,year,gbr14CDate,GBRCD,
HE03GPI01,year,gbr14CDateUncertainty,GBRCD,
HE03GPI01,year,gbrChronologyNotes,GBRCD,
HE03GPI01,year,gbrDataCoverageGroup,GBRCD,
HE03GPI01,year,gbrIsAnomaly,GBRCD,
HE03GPI01,year,gbrIsDatabaseDuplicate,GBRCD,
HE03GPI01,year,gbrUThDate,GBRCD,
HE03GPI01,year,gbrUThDateUncertainty,GBRCD,
HE03GPI01,year,jcpMeasured,CoralHydro2k;GBRCD,
HE03GPI01,year,jcpUsed,CoralHydro2k;GBRCD,
IS98HAV02,year,coralExtensionRate,CoralHydro2k;GBRCD,
IS98HAV02,year,coralTissueThickness,CoralHydro2k;GBRCD,
IS98HAV02,year,gbr14CDate,GBRCD,
IS98HAV02,year,gbr14CDateUncertainty,GBRCD,
IS98HAV02,year,gbrChronologyNotes,GBRCD,
IS98HAV02,year,gbrDataCoverageGroup,GBRCD,
IS98HAV02,year,gbrIsAnomaly,GBRCD,
IS98HAV02,year,gbrIsDatabaseDuplicate,GBRCD,
IS98HAV02,year,gbrUThDate,GBRCD,
IS98HAV02,year,gbrUThDateUncertainty,GBRCD,
IS98HAV02,year,jcpMeasured,CoralHydro2k;GBRCD,
IS98HAV02,year,jcpUsed,CoralHydro2k;GBRCD,
IS98PAN01,year,coralExtensionRate,CoralHydro2k;GBRCD,
IS98PAN01,year,coralTissueThickness,CoralHydro2k;GBRCD,
IS98PAN01,year,gbr14CDate,GBRCD,
IS98PAN01,year,gbr14CDateUncertainty,GBRCD,
IS98PAN01,year,gbrChronologyNotes,GBRCD,
IS98PAN01,year,gbrDataCoverageGroup,GBRCD,
IS98PAN01,year,gbrIsAnomaly,GBRCD,
IS98PAN01,year,gbrIsDatabaseDuplicate,GBRCD,
IS98PAN01,year,gbrUThDate,GBRCD,
IS98PAN01,year,gbrUThDateUncertainty,GBRCD,
IS98PAN01,year,jcpMeasured,CoralHydro2k;GBRCD,
IS98PAN01,year,jcpUsed,CoralHydro2k;GBRCD,
JU08KES01a,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08KES01a,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08KES01a,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08KES01a,year,gbr14CDate,GBRCD,
JU08KES01a,year,gbr14CDateUncertainty,GBRCD,
JU08KES01a,year,gbrChronologyNotes,GBRCD,
JU08KES01a,year,gbrDataCoverageGroup,GBRCD,
JU08KES01a,year,gbrIsAnomaly,GBRCD,
JU08KES01a,year,gbrIsDatabaseDuplicate,GBRCD,
JU08KES01a,year,gbrUThDate,GBRCD,
JU08KES01a,year,gbrUThDateUncertainty,GBRCD,
JU08KES01a,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08KES01a,year,jcpUsed,CoralHydro2k;GBRCD,
JU08KES01b,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08KES01b,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08KES01b,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08KES01b,year,gbr14CDate,GBRCD,
JU08KES01b,year,gbr14CDateUncertainty,GBRCD,
JU08KES01b,year,gbrChronologyNotes,GBRCD,
JU08KES01b,year,gbrDataCoverageGroup,GBRCD,
JU08KES01b,year,gbrIsAnomaly,GBRCD,
JU08KES01b,year,gbrIsDatabaseDuplicate,GBRCD,
JU08KES01b,year,gbrUThDate,GBRCD,
JU08KES01b,year,gbrUThDateUncertainty,GBRCD,
JU08KES01b,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08KES01b,year,jcpUsed,CoralHydro2k;GBRCD,
JU08KES02,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08KES02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08KES02,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08KES02,year,gbr14CDate,GBRCD,
JU08KES02,year,gbr14CDateUncertainty,GBRCD,
JU08KES02,year,gbrChronologyNotes,GBRCD,
JU08KES02,year,gbrDataCoverageGroup,GBRCD,
JU08KES02,year,gbrIsAnomaly,GBRCD,
JU08KES02,year,gbrIsDatabaseDuplicate,GBRCD,
JU08KES02,year,gbrUThDate,GBRCD,
JU08KES02,year,gbrUThDateUncertainty,GBRCD,
JU08KES02,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08KES02,year,jcpUsed,CoralHydro2k;GBRCD,
JU08KES03,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08KES03,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08KES03,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08KES03,year,gbr14CDate,GBRCD,
JU08KES03,year,gbr14CDateUncertainty,GBRCD,
JU08KES03,year,gbrChronologyNotes,GBRCD,
JU08KES03,year,gbrDataCoverageGroup,GBRCD,
JU08KES03,year,gbrIsAnomaly,GBRCD,
JU08KES03,year,gbrIsDatabaseDuplicate,GBRCD,
JU08KES03,year,gbrUThDate,GBRCD,
JU08KES03,year,gbrUThDateUncertainty,GBRCD,
JU08KES03,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08KES03,year,jcpUsed,CoralHydro2k;GBRCD,
JU08RTI01a,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08RTI01a,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08RTI01a,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08RTI01a,year,gbr14CDate,GBRCD,
JU08RTI01a,year,gbr14CDateUncertainty,GBRCD,
JU08RTI01a,year,gbrChronologyNotes,GBRCD,
JU08RTI01a,year,gbrDataCoverageGroup,GBRCD,
JU08RTI01a,year,gbrIsAnomaly,GBRCD,
JU08RTI01a,year,gbrIsDatabaseDuplicate,GBRCD,
JU08RTI01a,year,gbrUThDate,GBRCD,
JU08RTI01a,year,gbrUThDateUncertainty,GBRCD,
JU08RTI01a,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08RTI01a,year,jcpUsed,CoralHydro2k;GBRCD,
JU08RTI01b,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08RTI01b,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08RTI01b,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08RTI01b,year,gbr14CDate,GBRCD,
JU08RTI01b,year,gbr14CDateUncertainty,GBRCD,
JU08RTI01b,year,gbrChronologyNotes,GBRCD,
JU08RTI01b,year,gbrDataCoverageGroup,GBRCD,
JU08RTI01b,year,gbrIsAnomaly,GBRCD,
JU08RTI01b,year,gbrIsDatabaseDuplicate,GBRCD,
JU08RTI01b,year,gbrUThDate,GBRCD,
JU08RTI01b,year,gbrUThDateUncertainty,GBRCD,
JU08RTI01b,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08RTI01b,year,jcpUsed,CoralHydro2k;GBRCD,
JU08RTI02,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08RTI02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08RTI02,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08RTI02,year,gbr14CDate,GBRCD,
JU08RTI02,year,gbr14CDateUncertainty,GBRCD,
JU08RTI02,year,gbrChronologyNotes,GBRCD,
JU08RTI02,year,gbrDataCoverageGroup,GBRCD,
JU08RTI02,year,gbrIsAnomaly,GBRCD,
JU08RTI02,year,gbrIsDatabaseDuplicate,GBRCD,
JU08RTI02,year,gbrUThDate,GBRCD,
JU08RTI02,year,gbrUThDateUncertainty,GBRCD,
JU08RTI02,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08RTI02,year,jcpUsed,CoralHydro2k;GBRCD,
JU08RTI03,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08RTI03,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08RTI03,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08RTI03,year,gbr14CDate,GBRCD,
JU08RTI03,year,gbr14CDateUncertainty,GBRCD,
JU08RTI03,year,gbrChronologyNotes,GBRCD,
JU08RTI03,year,gbrDataCoverageGroup,GBRCD,
JU08RTI03,year,gbrIsAnomaly,GBRCD,
JU08RTI03,year,gbrIsDatabaseDuplicate,GBRCD,
JU08RTI03,year,gbrUThDate,GBRCD,
JU08RTI03,year,gbrUThDateUncertainty,GBRCD,
JU08RTI03,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08RTI03,year,jcpUsed,CoralHydro2k;GBRCD,
JU08SCA01,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08SCA01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08SCA01,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08SCA01,year,gbr14CDate,GBRCD,
JU08SCA01,year,gbr14CDateUncertainty,GBRCD,
JU08SCA01,year,gbrChronologyNotes,GBRCD,
JU08SCA01,year,gbrDataCoverageGroup,GBRCD,
JU08SCA01,year,gbrIsAnomaly,GBRCD,
JU08SCA01,year,gbrIsDatabaseDuplicate,GBRCD,
JU08SCA01,year,gbrUThDate,GBRCD,
JU08SCA01,year,gbrUThDateUncertainty,GBRCD,
JU08SCA01,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08SCA01,year,jcpUsed,CoralHydro2k;GBRCD,
JU08SCA02,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08SCA02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08SCA02,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08SCA02,year,gbr14CDate,GBRCD,
JU08SCA02,year,gbr14CDateUncertainty,GBRCD,
JU08SCA02,year,gbrChronologyNotes,GBRCD,
JU08SCA02,year,gbrDataCoverageGroup,GBRCD,
JU08SCA02,year,gbrIsAnomaly,GBRCD,
JU08SCA02,year,gbrIsDatabaseDuplicate,GBRCD,
JU08SCA02,year,gbrUThDate,GBRCD,
JU08SCA02,year,gbrUThDateUncertainty,GBRCD,
JU08SCA02,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08SCA02,year,jcpUsed,CoralHydro2k;GBRCD,
JU08SCA03,year,coralExtensionRate,CoralHydro2k;GBRCD,
JU08SCA03,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
JU08SCA03,year,coralTissueThickness,CoralHydro2k;GBRCD,
JU08SCA03,year,gbr14CDate,GBRCD,
JU08SCA03,year,gbr14CDateUncertainty,GBRCD,
JU08SCA03,year,gbrChronologyNotes,GBRCD,
JU08SCA03,year,gbrDataCoverageGroup,GBRCD,
JU08SCA03,year,gbrIsAnomaly,GBRCD,
JU08SCA03,year,gbrIsDatabaseDuplicate,GBRCD,
JU08SCA03,year,gbrUThDate,GBRCD,
JU08SCA03,year,gbrUThDateUncertainty,GBRCD,
JU08SCA03,year,jcpMeasured,CoralHydro2k;GBRCD,
JU08SCA03,year,jcpUsed,CoralHydro2k;GBRCD,
LE05MAG01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE05MAG01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE05MAG01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE05MAG01,year,gbr14CDate,GBRCD,
LE05MAG01,year,gbr14CDateUncertainty,GBRCD,
LE05MAG01,year,gbrChronologyNotes,GBRCD,
LE05MAG01,year,gbrDataCoverageGroup,GBRCD,
LE05MAG01,year,gbrIsAnomaly,GBRCD,
LE05MAG01,year,gbrIsDatabaseDuplicate,GBRCD,
LE05MAG01,year,gbrUThDate,GBRCD,
LE05MAG01,year,gbrUThDateUncertainty,GBRCD,
LE05MAG01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE05MAG01,year,jcpUsed,CoralHydro2k;GBRCD,
LE05NEL01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE05NEL01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE05NEL01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE05NEL01,year,gbr14CDate,GBRCD,
LE05NEL01,year,gbr14CDateUncertainty,GBRCD,
LE05NEL01,year,gbrChronologyNotes,GBRCD,
LE05NEL01,year,gbrDataCoverageGroup,GBRCD,
LE05NEL01,year,gbrDatingNotes,GBRCD,
LE05NEL01,year,gbrIsAnomaly,GBRCD,
LE05NEL01,year,gbrIsDatabaseDuplicate,GBRCD,
LE05NEL01,year,gbrUThDate,GBRCD,
LE05NEL01,year,gbrUThDateUncertainty,GBRCD,
LE05NEL01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE05NEL01,year,jcpUsed,CoralHydro2k;GBRCD,
LE05NEL02,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE05NEL02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE05NEL02,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE05NEL02,year,gbr14CDate,GBRCD,
LE05NEL02,year,gbr14CDateUncertainty,GBRCD,
LE05NEL02,year,gbrChronologyNotes,GBRCD,
LE05NEL02,year,gbrDataCoverageGroup,GBRCD,
LE05NEL02,year,gbrDatingNotes,GBRCD,
LE05NEL02,year,gbrIsAnomaly,GBRCD,
LE05NEL02,year,gbrIsDatabaseDuplicate,GBRCD,
LE05NEL02,year,gbrUThDate,GBRCD,
LE05NEL02,year,gbrUThDateUncertainty,GBRCD,
LE05NEL02,year,jcpMeasured,CoralHydro2k;GBRCD,
LE05NEL02,year,jcpUsed,CoralHydro2k;GBRCD,
LE07MAG01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE07MAG01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE07MAG01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE07MAG01,year,gbr14CDate,GBRCD,
LE07MAG01,year,gbr14CDateUncertainty,GBRCD,
LE07MAG01,year,gbrChronologyNotes,GBRCD,
LE07MAG01,year,gbrDataCoverageGroup,GBRCD,
LE07MAG01,year,gbrIsAnomaly,GBRCD,
LE07MAG01,year,gbrIsDatabaseDuplicate,GBRCD,
LE07MAG01,year,gbrUThDate,GBRCD,
LE07MAG01,year,gbrUThDateUncertainty,GBRCD,
LE07MAG01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE07MAG01,year,jcpUsed,CoralHydro2k;GBRCD,
LE07NEL01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE07NEL01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE07NEL01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE07NEL01,year,gbr14CDate,GBRCD,
LE07NEL01,year,gbr14CDateUncertainty,GBRCD,
LE07NEL01,year,gbrChronologyNotes,GBRCD,
LE07NEL01,year,gbrDataCoverageGroup,GBRCD,
LE07NEL01,year,gbrDatingNotes,GBRCD,
LE07NEL01,year,gbrIsAnomaly,GBRCD,
LE07NEL01,year,gbrIsDatabaseDuplicate,GBRCD,
LE07NEL01,year,gbrUThDate,GBRCD,
LE07NEL01,year,gbrUThDateUncertainty,GBRCD,
LE07NEL01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE07NEL01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12CID01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12CID01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12CID01,year,gbr14CDate,GBRCD,
LE12CID01,year,gbr14CDateUncertainty,GBRCD,
LE12CID01,year,gbrChronologyNotes,GBRCD,
LE12CID01,year,gbrDataCoverageGroup,GBRCD,
LE12CID01,year,gbrIsAnomaly,GBRCD,
LE12CID01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12CID01,year,gbrUThDate,GBRCD,
LE12CID01,year,gbrUThDateUncertainty,GBRCD,
LE12CID01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12CID01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12CID02,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12CID02,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12CID02,year,gbr14CDate,GBRCD,
LE12CID02,year,gbr14CDateUncertainty,GBRCD,
LE12CID02,year,gbrChronologyNotes,GBRCD,
LE12CID02,year,gbrDataCoverageGroup,GBRCD,
LE12CID02,year,gbrIsAnomaly,GBRCD,
LE12CID02,year,gbrIsDatabaseDuplicate,GBRCD,
LE12CID02,year,gbrUThDate,GBRCD,
LE12CID02,year,gbrUThDateUncertainty,GBRCD,
LE12CID02,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12CID02,year,jcpUsed,CoralHydro2k;GBRCD,
LE12CID03,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12CID03,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12CID03,year,gbr14CDate,GBRCD,
LE12CID03,year,gbr14CDateUncertainty,GBRCD,
LE12CID03,year,gbrChronologyNotes,GBRCD,
LE12CID03,year,gbrDataCoverageGroup,GBRCD,
LE12CID03,year,gbrIsAnomaly,GBRCD,
LE12CID03,year,gbrIsDatabaseDuplicate,GBRCD,
LE12CID03,year,gbrUThDate,GBRCD,
LE12CID03,year,gbrUThDateUncertainty,GBRCD,
LE12CID03,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12CID03,year,jcpUsed,CoralHydro2k;GBRCD,
LE12COB01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12COB01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12COB01,year,gbr14CDate,GBRCD,
LE12COB01,year,gbr14CDateUncertainty,GBRCD,
LE12COB01,year,gbrChronologyNotes,GBRCD,
LE12COB01,year,gbrDataCoverageGroup,GBRCD,
LE12COB01,year,gbrIsAnomaly,GBRCD,
LE12COB01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12COB01,year,gbrUThDate,GBRCD,
LE12COB01,year,gbrUThDateUncertainty,GBRCD,
LE12COB01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12COB01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12HAS01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12HAS01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12HAS01,year,gbr14CDate,GBRCD,
LE12HAS01,year,gbr14CDateUncertainty,GBRCD,
LE12HAS01,year,gbrChronologyNotes,GBRCD,
LE12HAS01,year,gbrDataCoverageGroup,GBRCD,
LE12HAS01,year,gbrIsAnomaly,GBRCD,
LE12HAS01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12HAS01,year,gbrUThDate,GBRCD,
LE12HAS01,year,gbrUThDateUncertainty,GBRCD,
LE12HAS01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12HAS01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12HKI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12HKI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12HKI01,year,gbr14CDate,GBRCD,
LE12HKI01,year,gbr14CDateUncertainty,GBRCD,
LE12HKI01,year,gbrChronologyNotes,GBRCD,
LE12HKI01,year,gbrDataCoverageGroup,GBRCD,
LE12HKI01,year,gbrIsAnomaly,GBRCD,
LE12HKI01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12HKI01,year,gbrUThDate,GBRCD,
LE12HKI01,year,gbrUThDateUncertainty,GBRCD,
LE12HKI01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12HKI01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12NMI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12NMI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12NMI01,year,gbr14CDate,GBRCD,
LE12NMI01,year,gbr14CDateUncertainty,GBRCD,
LE12NMI01,year,gbrChronologyNotes,GBRCD,
LE12NMI01,year,gbrDataCoverageGroup,GBRCD,
LE12NMI01,year,gbrIsAnomaly,GBRCD,
LE12NMI01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12NMI01,year,gbrUThDate,GBRCD,
LE12NMI01,year,gbrUThDateUncertainty,GBRCD,
LE12NMI01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12NMI01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12REP01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12REP01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12REP01,year,gbr14CDate,GBRCD,
LE12REP01,year,gbr14CDateUncertainty,GBRCD,
LE12REP01,year,gbrChronologyNotes,GBRCD,
LE12REP01,year,gbrDataCoverageGroup,GBRCD,
LE12REP01,year,gbrIsAnomaly,GBRCD,
LE12REP01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12REP01,year,gbrUThDate,GBRCD,
LE12REP01,year,gbrUThDateUncertainty,GBRCD,
LE12REP01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12REP01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12REP02,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12REP02,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12REP02,year,gbr14CDate,GBRCD,
LE12REP02,year,gbr14CDateUncertainty,GBRCD,
LE12REP02,year,gbrChronologyNotes,GBRCD,
LE12REP02,year,gbrDataCoverageGroup,GBRCD,
LE12REP02,year,gbrIsAnomaly,GBRCD,
LE12REP02,year,gbrIsDatabaseDuplicate,GBRCD,
LE12REP02,year,gbrUThDate,GBRCD,
LE12REP02,year,gbrUThDateUncertainty,GBRCD,
LE12REP02,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12REP02,year,jcpUsed,CoralHydro2k;GBRCD,
LE12REP03,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12REP03,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12REP03,year,gbr14CDate,GBRCD,
LE12REP03,year,gbr14CDateUncertainty,GBRCD,
LE12REP03,year,gbrChronologyNotes,GBRCD,
LE12REP03,year,gbrDataCoverageGroup,GBRCD,
LE12REP03,year,gbrIsAnomaly,GBRCD,
LE12REP03,year,gbrIsDatabaseDuplicate,GBRCD,
LE12REP03,year,gbrUThDate,GBRCD,
LE12REP03,year,gbrUThDateUncertainty,GBRCD,
LE12REP03,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12REP03,year,jcpUsed,CoralHydro2k;GBRCD,
LE12SHW01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12SHW01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12SHW01,year,gbr14CDate,GBRCD,
LE12SHW01,year,gbr14CDateUncertainty,GBRCD,
LE12SHW01,year,gbrChronologyNotes,GBRCD,
LE12SHW01,year,gbrDataCoverageGroup,GBRCD,
LE12SHW01,year,gbrIsAnomaly,GBRCD,
LE12SHW01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12SHW01,year,gbrUThDate,GBRCD,
LE12SHW01,year,gbrUThDateUncertainty,GBRCD,
LE12SHW01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12SHW01,year,jcpUsed,CoralHydro2k;GBRCD,
LE12SHW02,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12SHW02,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12SHW02,year,gbr14CDate,GBRCD,
LE12SHW02,year,gbr14CDateUncertainty,GBRCD,
LE12SHW02,year,gbrChronologyNotes,GBRCD,
LE12SHW02,year,gbrDataCoverageGroup,GBRCD,
LE12SHW02,year,gbrIsAnomaly,GBRCD,
LE12SHW02,year,gbrIsDatabaseDuplicate,GBRCD,
LE12SHW02,year,gbrUThDate,GBRCD,
LE12SHW02,year,gbrUThDateUncertainty,GBRCD,
LE12SHW02,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12SHW02,year,jcpUsed,CoralHydro2k;GBRCD,
LE12WHI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE12WHI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE12WHI01,year,gbr14CDate,GBRCD,
LE12WHI01,year,gbr14CDateUncertainty,GBRCD,
LE12WHI01,year,gbrChronologyNotes,GBRCD,
LE12WHI01,year,gbrDataCoverageGroup,GBRCD,
LE12WHI01,year,gbrIsAnomaly,GBRCD,
LE12WHI01,year,gbrIsDatabaseDuplicate,GBRCD,
LE12WHI01,year,gbrUThDate,GBRCD,
LE12WHI01,year,gbrUThDateUncertainty,GBRCD,
LE12WHI01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE12WHI01,year,jcpUsed,CoralHydro2k;GBRCD,
LE16GPI01,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE16GPI01,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE16GPI01,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE16GPI01,year,gbr14CDate,GBRCD,
LE16GPI01,year,gbr14CDateUncertainty,GBRCD,
LE16GPI01,year,gbrChronologyNotes,GBRCD,
LE16GPI01,year,gbrDataCoverageGroup,GBRCD,
LE16GPI01,year,gbrDatingNotes,GBRCD,
LE16GPI01,year,gbrIsAnomaly,GBRCD,
LE16GPI01,year,gbrIsDatabaseDuplicate,GBRCD,
LE16GPI01,year,gbrUThDate,GBRCD,
LE16GPI01,year,gbrUThDateUncertainty,GBRCD,
LE16GPI01,year,jcpMeasured,CoralHydro2k;GBRCD,
LE16GPI01,year,jcpUsed,CoralHydro2k;GBRCD,
LE16GPI02,year,coralExtensionRate,CoralHydro2k;GBRCD,
LE16GPI02,year,coralExtensionRateNotes,CoralHydro2k;GBRCD,
LE16GPI02,year,coralTissueThickness,CoralHydro2k;GBRCD,
LE16GPI02,year,gbr14CDate,GBRCD,
LE16GPI02,year,gbr14CDateUncertainty,GBRCD,
LE16GPI02,year,gbrChronologyNotes,GBRCD,
LE16GPI02,year,gbrDataCoverageGroup,GBRCD,
