tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,flat_private,flat_shared,is_member,sheet_membership,on_qc_tab,file_value_in_sheet_vocabulary
WEB-6ab51-dfe9-46cf-9c83-a2625,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-747c6-735e-4b08-a565-465fb,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-918cc-0dbc-4269-94d8-d6f4d,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-91b4c-dcba-4928-a3f1-3c8e5,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-989d3-c8d2-4972-8922-d0285,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-a0a8c-89d4-4883-ba22-c77d0,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-aefd4-7d29-4318-a5e0-d0d86,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-b5ec1-d06b-488c-805c-d065b,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-c116b-dc14-4936-87dc-ee868,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-c217c-4ad7-45b8-b19f-af038,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-dd04a-340e-4371-bcd9-24c63,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-fa835-5619-44ed-b38c-5d029,NamCo.Kasper.2015,sheet and file agree,seed baseline from sheet; file already agrees,KE,,KE,KE,,,TRUE,TRUE,TRUE,TRUE
WEB-73153-18b0-4593-8832-612c1,Noir.Paquette.2013,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-ed0b0-8688-4ff4-8762-a5a69,RB06.Gajewski.2021,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-9733b-3604-44a2-a40c-87f31,RB13.Gajewski.2021,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-edd5c-e000-43b5-bce4-1411f,Rees.Gajewski.2023,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-75979-27b9-4662-8929-37bb6,Susies.Gajewski.2023,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-f135f-1779-46c4-9821-bb47d,Tawney.Keizer.2015,sheet and file agree,seed baseline from sheet; file already agrees,KG,,KG,KG,,,TRUE,TRUE,TRUE,TRUE
WEB-c5c63-e08c-4996-a009-7bc76,Wallywash.Holmes.2023,sheet and file agree,seed baseline from sheet; file already agrees,MJ,,MJ,MJ,,,TRUE,TRUE,TRUE,TRUE
