datasetId,pubIndex,doi_raw,doi,ref_source,authors_now,year_now,title_now,journal_now,resolved,source,authors_found,year_found,title_found,journal_found,kind_found,decision,from_store
pmb7aezHyFqByjGhc9hFEG,2,http://onlinelibrary.wiley.com/doi/10.1029/2008PA001717/full,10.1029/2008pa001717/full,,,,,,FALSE,,,,,,,,FALSE
pmcAmHtQsHaPlqN4ZOoGjN,4,http://onlinelibrary.wiley.com/doi/10.1029/2003PA000894/full,10.1029/2003pa000894/full,,,,,,FALSE,,,,,,,,FALSE
pmccMnWXg8JZjB0Xfq17ip,2,http://onlinelibrary.wiley.com/doi/10.1002/jqs.843/full,10.1002/jqs.843/full,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,3,https://doi.pangaea.de/10.1594/PANGAEA.858601,10.1594/pangaea.858601,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,5,https://doi.pangaea.de/10.1594/PANGAEA.858603,10.1594/pangaea.858603,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,6,https://doi.pangaea.de/10.1594/PANGAEA.858604,10.1594/pangaea.858604,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,7,https://doi.pangaea.de/10.1594/PANGAEA.858605,10.1594/pangaea.858605,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,8,https://doi.pangaea.de/10.1594/PANGAEA.858606,10.1594/pangaea.858606,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,10,https://doi.pangaea.de/10.1594/PANGAEA.858608,10.1594/pangaea.858608,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,13,https://doi.pangaea.de/10.1594/PANGAEA.858611,10.1594/pangaea.858611,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,14,https://doi.pangaea.de/10.1594/PANGAEA.858612,10.1594/pangaea.858612,,,,,,FALSE,,,,,,,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,19,https://doi.pangaea.de/10.1594/PANGAEA.858617,10.1594/pangaea.858617,,,,,,FALSE,,,,,,,,FALSE
pmeaPONUctx6ELr736OZPE,2,http://onlinelibrary.wiley.com/doi/10.1029/GM112p0059/summary,10.1029/gm112p0059/summary,,,,,,FALSE,,,,,,,,FALSE
pmhbKBngqvtVq0gOlRlwlT,4,http://onlinelibrary.wiley.com/doi/10.1029/2003PA000894/full,10.1029/2003pa000894/full,,,,,,FALSE,,,,,,,,FALSE
pmkEemLFjq7DweqqLI1uiv,3,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmlG8KzZEHM7A2U0uvPP13,2,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmolfa1ST3sTxBvz4TZ3mu,2,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmqMGRUwZRp3OocSDsyCiR,3,http://onlinelibrary.wiley.com/doi/10.1002/jqs.843/epdf,10.1002/jqs.843/epdf,,,,,,FALSE,,,,,,,,FALSE
pmrdiBsSdCdogspjm1gBH3,2,http://onlinelibrary.wiley.com/store/10.1029/2008PA001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,10.1029/2008pa001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,,,,,,FALSE,,,,,,,,FALSE
pmrvmpfV8D0toNcy5Xe7HX,4,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000,10.1029/2006gl027097/full#grl21965-sup-0000,,,,,,FALSE,,,,,,,,FALSE
pmxO319L1k6ub4rQh2ZBbc,2,http://onlinelibrary.wiley.com/store/10.1029/2008PA001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,10.1029/2008pa001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,,,,,,FALSE,,,,,,,,FALSE
pmzWQng50URJWC99HpphBE,2,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmzkupx7Nugk2WTfw1Y3Ri,2,https://doi.pangaea.de/10.1594/PANGAEA.700142?format=html,10.1594/pangaea.700142?format=html,,,,,,FALSE,,,,,,,,FALSE
0AWa3PETKBIm6QKTBZEq,2,,,,,,,,,,,,,,,,FALSE
0ErazxMzNPziqM0XqnOp,1,,,,missing,,,,,,,,,,,,FALSE
0GwtWL6xp5m3snpCONsy,1,,,,,,,,,,,,,,,,FALSE
0MPVjtRVXh2IHLHBtE92,2,,,,,,,,,,,,,,,,FALSE
0Pnrg7jM7qVwhkkxxUqj,1,,,,missing,,,,,,,,,,,,FALSE
0QnUbkNksaRa9TiQArNz,2,,,,,,,,,,,,,,,,FALSE
0TMhxiEqTfJDzhnYjgl8,1,,,,missing,,,,,,,,,,,,FALSE
0WNcIkHBNxTGa4LH0jXY,2,,,,,,,,,,,,,,,,FALSE
0iZnK5WWPBoijedgU4mC,2,,,,,,,,,,,,,,,,FALSE
0n3CSBxccOVJNdTVvikD,2,,,,,,,,,,,,,,,,FALSE
0ym9RFsRAl7CEQfOTwan,1,,,,,,,,,,,,,,,,FALSE
0zdiuuIn8M27iLXirgSX,2,,,,,,,,,,,,,,,,FALSE
19LFYIG49hLA5pmdDig9,1,,,,,,,,,,,,,,,,FALSE
1H3uHzG0qdZxhGAWfXRb,2,,,,,,,,,,,,,,,,FALSE
1HpewQ5uJvkU9F2f7tCQ,2,,,,,,,,,,,,,,,,FALSE
1HpewQ5uJvkU9F2f7tCQ,3,,,,,,,,,,,,,,,,FALSE
1JaFB1dthGkMfpZJzxLn,2,,,,,2011,,,,,,,,,,,FALSE
1LJmc1GX9j5DCpqWVdXj,1,,,,missing,,,,,,,,,,,,FALSE
1N0ThPNQkPAbX1u9oXe6,1,,,,,,,,,,,,,,,,FALSE
1QxSIw5kymsILhsz6v3m,1,,,,missing,,,,,,,,,,,,FALSE
1X5Um4RLaubaHJ4NeTQH,1,,,,missing,,,,,,,,,,,,FALSE
1aiCcTzZMai9WLQD5Nfl,1,,,,missing,,,,,,,,,,,,FALSE
1dm5Vr6HP8xtMlcAQPSriso,2,,,,,,,,,,,,,,,,FALSE
1yRx9T7htVJrFLhq3J6a,1,,,,missing,,,,,,,,,,,,FALSE
2MCBrmNxsd6E1xIaBiDN,2,,,,,,,,,,,,,,,,FALSE
2PVkPeIQnkxgFaos7GkZ,1,,,,missing,,,,,,,,,,,,FALSE
2VVpsjqzIS79slkgZCXb,2,,,,,,,,,,,,,,,,FALSE
2we81lSawIEATzFt58RC,2,,,,,,NEEDS A TITLE!,,,,,,,,,,FALSE
2xpkExuygd0uYh9ik0xc,1,,,,missing,,,,,,,,,,,,FALSE
2zRGpAK1ecl7zYYxG0jo,2,,,,,,,,,,,,,,,,FALSE
3UbHwoQGzDE7jKjH8bGf,1,,,,,,,,,,,,,,,,FALSE
3V6Umi9z3ULIFBlHoElo,2,,,,,,,,,,,,,,,,FALSE
3akRbeu9huJOSWgdG9IS,2,,,,,,,,,,,,,,,,FALSE
3alvDCBwydxBfMSBqaKh,2,,,,,,,,,,,,,,,,FALSE
3eIsVIT23FMTtvFbecVk,1,,,,missing,,,,,,,,,,,,FALSE
3kbLqfld1yvf0oy1k02W,2,,,,,,,,,,,,,,,,FALSE
3o8ckKCQu1TdC3CE9Yup,2,,,,,,,,,,,,,,,,FALSE
3u2VmhGU7l9hCSgPN0es,2,,,,,,,,,,,,,,,,FALSE
41hqYlYOblq22jyps34C,1,,,,,,,,,,,,,,,,FALSE
41hqYlYOblq22jyps34C,2,,,,,,,,,,,,,,,,FALSE
4DxO75R2Ie1SnrGsdLFZ,1,,,,,,,,,,,,,,,,FALSE
4KiV8DdHjxnmlSPQw8SQ,1,,,,missing,,,,,,,,,,,,FALSE
4OMFmreSEDPNljngd4N0,2,,,,,,,,,,,,,,,,FALSE
4UBIQfsZdqDuwuRK8CdU,1,,,,missing,,,,,,,,,,,,FALSE
4Zn8Y4l0vbrkiQiQJkeC,2,,,,,2014,Ocean2kHR-IndianAbrolhosZinke2014HAB10A,,,,,,,,,,FALSE
4kiqmtOEpfoMikN27Bxg,1,,,,,,,,,,,,,,,,FALSE
4kiqmtOEpfoMikN27Bxg,2,,,,,,,,,,,,,,,,FALSE
5UpAqatSNoDM2KmcNClY,2,,,,,,NEEDS A TITLE!,,,,,,,,,,FALSE
5bWtjcNb2920BkHDPGfv,1,,,,missing,,,,,,,,,,,,FALSE
5g2N2aJv0elpA0QBEsFxiso,2,,,,,,,,,,,,,,,,FALSE
5oDELhLvjYous1at70nd,2,,,,,,,,,,,,,,,,FALSE
5r6tUxOZip4Y1fdunsjs,2,,,,,,,,,,,,,,,,FALSE
5vQhJrXDDlPZOpsetXzH,1,,,,,,,,,,,,,,,,FALSE
6HzMm6tjVXCns88dhmAF,1,https://hdl.handle.net/10289/2575,,,,2008,,,,,,,,,,,FALSE
6KJuc6hY5v4mKar9gQXF,2,,,,,,,,,,,,,,,,FALSE
6PvqoXqHOHTHBpzjS67Q,1,,,,,,,,,,,,,,,,FALSE
6PvqoXqHOHTHBpzjS67Q,2,,,,,,,,,,,,,,,,FALSE
6c3KNQmoE2OAYaPCGmVg,2,,,,,,,,,,,,,,,,FALSE
6fzEsp0uhFMPSsqJHZFr,1,,,,missing,,,,,,,,,,,,FALSE
727kScnwjFQlsj6Iev8b,2,,,,,,,,,,,,,,,,FALSE
77p6Plhlne07JALZqYlG,2,,,,,,,,,,,,,,,,FALSE
7A1Raf19N0XRDGCOVp9E,1,,,,missing,,,,,,,,,,,,FALSE
7Dpus0Icofgof6ZiTQE1,1,,,,,,,,,,,,,,,,FALSE
7Dpus0Icofgof6ZiTQE1,2,,,,,,,,,,,,,,,,FALSE
7EfnO4r9Ql2q4uuvScDs,2,,,,,,,,,,,,,,,,FALSE
7SumlqQmOTxvlEdbkmqk,1,,,,missing,,,,,,,,,,,,FALSE
7VRd3c4BXqWsgHDMrK0u,2,,,,,,,,,,,,,,,,FALSE
7acZ3C5o9QTIGEKrp5Xv,1,,,,missing,,,,,,,,,,,,FALSE
7auTxmiucRohI8zeyQq1,2,,,,,,,,,,,,,,,,FALSE
7d42rNy5Ca2ph8laUqpN,2,,,,,,,,,,,,,,,,FALSE
7vXBTDwxfWiwnqYY8B2m,1,,,,,,,,,,,,,,,,FALSE
7vXBTDwxfWiwnqYY8B2m,2,,,,,,,,,,,,,,,,FALSE
80nCVl8grrk0f7rxzRHu,1,,,,missing,,,,,,,,,,,,FALSE
8Awt2W4IyMzO7SWqJxM8,2,,,,,,,,,,,,,,,,FALSE
8HrbaYIwbcoN7NdEYZik,2,,,,,,,,,,,,,,,,FALSE
8NeyBydisXUDVfAfFAil,1,,,,missing,,,,,,,,,,,,FALSE
8l2HhRLHzYQaOHPaYxHx,1,,,,missing,,,,,,,,,,,,FALSE
91vgzaaz0ZpRHSv9cjmu,2,,,,,,,,,,,,,,,,FALSE
94uOLY8uFMphav80GJc3,2,,,,,,,,,,,,,,,,FALSE
983GZetmT2v9J0td7IQW,1,,,,missing,,,,,,,,,,,,FALSE
9KLaIf2CoCJB469YjAvB,1,,,,missing,,,,,,,,,,,,FALSE
9SDxMaDXFyjWdPjuKI64,2,,,,,,,,,,,,,,,,FALSE
9z3dHGVxFOGmjK7QMXfP,2,,,,,,,,,,,,,,,,FALSE
A3osnqK03sA2wzsP8jqx,2,,,,,,,,,,,,,,,,FALSE
ALDweL5C8QF0w646efRs,1,,,,missing,,,,,,,,,,,,FALSE
AbHqvoYPTGNGHaxW4MFl,2,,,,,,,,,,,,,,,,FALSE
Aec2u44I1sjiAXhksFzX,1,,,,,,,,,,,,,,,,FALSE
B2rsgl4OhbtCEUDn6fq0,2,,,,,,,,,,,,,,,,FALSE
B8Yb5bltiB92wcq1xsPY,2,,,,,,,,,,,,,,,,FALSE
BG4MjbIgo5bT1I9GRBe5,2,,,,,,,,,,,,,,,,FALSE
BIm7SxyEEOGfWHRQdm0M,1,,,,missing,,,,,,,,,,,,FALSE
BLioa7DuX5OGnz8mWMSJ,1,,,,missing,,,,,,,,,,,,FALSE
BcPUd7n2mgWyl70QLS1k,1,,,,missing,,,,,,,,,,,,FALSE
BeZaQY0sx9pYqvQQcLCi,2,,,,,,,,,,,,,,,,FALSE
BhAOjqUIiKsiPOEL4wHn,1,,,,missing,,,,,,,,,,,,FALSE
BpN7WZdwRTtGqhlAli9n,2,,,,,,,,,,,,,,,,FALSE
BwDLG1CQHDz1lnTYvBEf,1,,,,,,,,,,,,,,,,FALSE
BzwMnm0y7sWa9aBuT4Vi,2,,,,,,,,,,,,,,,,FALSE
C4XQ9YLIVJgygVOAlMSi,1,,,,missing,,,,,,,,,,,,FALSE
CAAQJAZky3dtRenlseg2,1,,,,missing,,,,,,,,,,,,FALSE
CAo7oFCC0cBCCbtQlJQh,2,,,,,,,,,,,,,,,,FALSE
CRuHEbGEkQGfnTjsA2A1,2,,,,,,,,,,,,,,,,FALSE
Crc1tsUbMl9AjJ7CTveJ,1,,,,missing,,,,,,,,,,,,FALSE
DEBWY76wMeHAoRxBaXQH,1,,,,missing,,,,,,,,,,,,FALSE
Dy5AIfd2cvlSj7KtJcUh,1,,,,missing,,,,,,,,,,,,FALSE
E4XmHMi3GZy3dvgje9qA,2,,,,,,,,,,,,,,,,FALSE
E8ISduy5FguCSj8aqOhu,2,,,,,,,,,,,,,,,,FALSE
EB6hYZmARm51SaVDx1i7,1,,,,missing,,,,,,,,,,,,FALSE
ERPP9QSnx9J2UZm39ISd,1,,,,missing,,,,,,,,,,,,FALSE
EXlMef6NTRVjlvKCyomu,1,,,,missing,,,,,,,,,,,,FALSE
FHXLu4lOVS4yfPYj5peP,2,,,,,,,,,,,,,,,,FALSE
FIPCQ28OrXsHBgXbzc9A,2,,,,,,,,,,,,,,,,FALSE
FLa7uhGuTk9WItOwbtsy,1,,,,,,,,,,,,,,,,FALSE
FLa7uhGuTk9WItOwbtsy,2,,,,,,,,,,,,,,,,FALSE
FTadePIYUd3gO1FMa75G,1,,,,missing,,,,,,,,,,,,FALSE
FXpAriFprDRWFbIqkePL,2,,,,,,,,,,,,,,,,FALSE
Farfp54VQ9DCpQRKhTX7,2,,,,,,,,,,,,,,,,FALSE
Ff4CF5LsHToo394MMeFt,2,,,,,,,,,,,,,,,,FALSE
FtfJPVmKK2AUSem34oMv,2,,,,,,,,,,,,,,,,FALSE
FvmGe1E9xgxs8COJ1X35,1,,,,,,,,,,,,,,,,FALSE
FvmGe1E9xgxs8COJ1X35,2,,,,,,,,,,,,,,,,FALSE
Fwhdkmx7XzyTd0fCdSJ5,1,,,,missing,,,,,,,,,,,,FALSE
G6jjC3eY37BpZ9Q9QrUH,1,,,,,,,,,,,,,,,,FALSE
G6jjC3eY37BpZ9Q9QrUH,2,,,,,,,,,,,,,,,,FALSE
GAvJpoaFByncT4XLGGYY,2,,,,,,,,,,,,,,,,FALSE
GgPXMmTF6uWqn8pIA2EA,1,,,,,,,,,,,,,,,,FALSE
GkkGtF99lhRKH53dnbcn,1,,,,,,,,,,,,,,,,FALSE
GkkGtF99lhRKH53dnbcn,2,,,,,,,,,,,,,,,,FALSE
Gu5f54b2XRvZi956k9Dp,1,,,,missing,,,,,,,,,,,,FALSE
GyLPRuUP4OQNsSvPjYLE,1,,,,missing,,,,,,,,,,,,FALSE
HUrrC5XRSJG9xMFQHcmK,1,,,,,,,,,,,,,,,,FALSE
HXozbrCC2UvF2aTXTheN,1,,,,missing,,,,,,,,,,,,FALSE
Hl9hjKt5IurtAF1KsuQO,2,,,,,,,,,,,,,,,,FALSE
Hmuo2zX2YgI8LVYu4SQx,2,,,,,,Gulf of Mexico planktic foraminifer transfer function GOM2: preliminary report.,,,,,,,,,,FALSE
HsiZUtXWSbZNttkJPKOT,2,,,,,,,,,,,,,,,,FALSE
IB17ZHHLMf1vjB7L8lF5,1,,,,missing,,,,,,,,,,,,FALSE
IMwIb75u904cMmLOFqYb,1,,,,missing,,,,,,,,,,,,FALSE
IRbegZ7xPFGaDugKlYRh,1,,,,missing,,,,,,,,,,,,FALSE
IcKcK6gaCfYjRNnlanTI,1,,,,missing,,,,,,,,,,,,FALSE
IfsJMLZRStsR2N8MDnT9,1,,,,,,,,,,,,,,,,FALSE
Ipiwgg2gvokTzM0fextK,2,,,,,,,,,,,,,,,,FALSE
J7LysVuWSgIdsW1egox5,1,,,,missing,,,,,,,,,,,,FALSE
JAdc1peKGjmbQp4bUNkW,1,,,,missing,,,,,,,,,,,,FALSE
JBQMTp9bmaooC69QzX44,6,https://journals.co.za/content/sajsci/95/1/AJA00382353_7827,,,,1999,,,,,,,,,,,FALSE
JLoEYklb1i8VYLrve9Tl,2,,,,,,,,,,,,,,,,FALSE
JLzLJpF5cK7gIkiRpKqr,1,,,,missing,,,,,,,,,,,,FALSE
Jc6LZ6mAiwSEdBJSgpzJ,1,,,,,,,,,,,,,,,,FALSE
Jc6LZ6mAiwSEdBJSgpzJ,2,,,,,,,,,,,,,,,,FALSE
JmzfO1JK4NICJOQ5QNvT,1,,,,missing,,,,,,,,,,,,FALSE
Jn2ZpZbSXpBHNelHrObn,2,"Barber, V.A. Millennial to annual scale paleoclimatic change in central Alaska during the late Quaternary interpreted from lake sediments and tree rings.  (2002) Ph.D. thesis, University of Alaska Fairbanks.",,,,,,,,,,,,,,,FALSE
Jug7t7XR36wJ2ttaBSje,2,,,,,,,,,,,,,,,,FALSE
K2GArDEjrnZMHDgHaUUg,2,,,,,,,,,,,,,,,,FALSE
K5wNhkombcjTpRdVfnLV,1,,,,missing,,,,,,,,,,,,FALSE
KA4T8Vr68SAIcEIkhw7Z,2,,,,,,,,,,,,,,,,FALSE
KM4CwBRJcqP4SRs6YsiY,2,,,,,,,,,,,,,,,,FALSE
KSHbU6ptMbqZiSuYqWxW,1,,,,missing,,,,,,,,,,,,FALSE
KWCe8sZzODu0Id4wyceE,2,,,,,,,,,,,,,,,,FALSE
Kgmig2SPptn9BsuXGPWg,2,,,,,,,,,,,,,,,,FALSE
Kjbf4Cdfu2cjN26ZX4P0,2,,,,,,,,,,,,,,,,FALSE
KoeWkghejX0vCnevFMoJ,2,,,,,,,,,,,,,,,,FALSE
Kov2Civ8jqq8yzmBCRgZiso,2,,,,,,,,,,,,,,,,FALSE
KrvThoWU1zJ9lZywafLe,1,,,,,,,,,,,,,,,,FALSE
KrvThoWU1zJ9lZywafLe,2,,,,,,,,,,,,,,,,FALSE
KuIwpK4AdrEXcsamFhQd,2,unpublished,,,,,,,,,,,,,,,FALSE
KzG1Wnnznu87XjVIK46e,1,,,,missing,,,,,,,,,,,,FALSE
L6tQfyYkjCveguv4Z4px,1,,,,missing,,,,,,,,,,,,FALSE
LC019a38ee169470d7b49b46ce19c3343f,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC02ca6dc6c8b30032a4b59ad0a21f5b53,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC037be22e09a1e88478c5ae54c6cab569,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC0520eac0db637ad30797021b57652ff6,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC065ed792a3d0184cbc3aff6fdd86cbec,1,,,,,,"., Kong, Z.C., Yang, Z.J., Yan, S.",and Ni,,,,,,,,,FALSE
LC07df31f5e0d19eaa9e2a22dd9bbf19b9,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC0af223328968bbf04d774773683bb5bb,1,"Sidorchuk, A.Y., A.V. Panin, O.K. Borisova, and N.N. Kovalyukh. 2001. Late-glacial and Holocene palaeohydrology of the lower Vychegda river, western Russia. In: River Basin Sediment Systems: Archives of Environmental Change ed by D. Maddy, M.G. Macklin, and J.C. Woodward (pp.265-295). Balkema, Rotterdam.",,,,,"k, A.Y., A.V.",Panin,,,,,,,,,FALSE
LC0db95aea1a51ec1f041edd3f44f314f6,1,"Reasoner, M.A., 1996. Late Quaternary alpine and sub-alpine lacustrine records: Canadian and Colorado Rocky Mountains. Doctoral dissertation. University of Alberta, Edmonton, Alberta, Canada.",,,,,,,,,,,,,,,FALSE
LC0dd5bc528680f2520ff46bb82c482f72,1,"Du, N.Q. and Kong, Z.C. 1986. Spore-pollen assemblages of Dabsan Lake core CK1/81 and their geographical and ecological significances. In: Geological Environmental Changes in Qaidam Basin, Qinghai Province in Late Cenozoic (pp.59-70). Science Press, Beijing.",,,,,"and Kong, Z.C.",1986. Spore-pollen assemblages of Dabsan Lake core CK1/81 and their geographical and ecological significances. In: Geological Environmental Changes in Qaidam Basin,,,,,,,,,FALSE
LC0f2bc0fa33e0a2a3d234a9668709786d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC131d4004c706b0afbe1da01f580157c1,1,"Latalowa, M. 1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22, pp.47-63.",,,,,", M.",1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica,,,,,,,,,FALSE
LC1906bfc6a0bb951ab95104a62f29c0f6,1,"Whitlock, C., 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs, 63(2), pp.173-198.",,,,,,,,,,,,,,,FALSE
LC1da63ed342c0ae2b98a8b6fcb506f1e8,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC1eba4fcfd15d74617bb8736d13496c76,1,"Shafer, D.S., 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",,,,,,,,,,,,,,,FALSE
LC1f35ec068afb9e49ced48622fb7dddab,1,"Svobodova, H. 1992. The development of the southern Moravian vegetation in the Late Glacial and Holocene. Doctoral dissertation. Institute of Botany, CAS, Pruhonice, Czech Republic (in Czech).",,,,,"a, H.",1992. The development of the southern Moravian vegetation in the Late Glacial and Holocene. Doctoral dissertation. Institute of Botany,,,,,,,,,FALSE
LC204b2b7c2d564f011311f762b33bfca2,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2221c99b0a699fbed3a7eb7499624d42,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC24af40a1593bdfbc162221512af21e13,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2575d54d10a3779b8ad58c3b9b9a302c,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2604fe271b29e1c2d6e4b663ea29205b,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC27e680e31c1973b7e0cc588dc962a228,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2944307210d0b91865858c1527b91e23,1,"Browne, P.R.,1986. Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin, Trinity College, Dublin, Ireland.",,,,,"P.R.,1986.",Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin,,,,,,,,,FALSE
LC2965d2da507753512d667992b2fe63fa,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC296e8753ca5125a72feb84776dfb71a5,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2bec3b445a537a85fe668b891c18b257,1,"Fall, P.L., 1997. Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado. Geological Society of America Bulletin, 109(10), pp.1306-1320.",,,,,,,,,,,,,,,FALSE
LC2ca8eac8647f612b1ca17662535fbade,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC2db098cc86267e2d1d8ebc4e0f4b6aa5,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC3047cdef3aa4196f5b10e44cdca757f7,1,"Tobolski, K., 1990. Palaookologische Untersuchungen des Siedlungsgebietes im Lednica Landschaftspark (Nordwestpolen). Offa, 47, pp.109-131.",,,,,,,,,,,,,,,FALSE
LC3050e0d950e3cb0e551c77f96f00648f,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC3147029f2fdd78c4693d5069edea968d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC35aa79cfe75594de61c81ed454db2662,1,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, 13, p.154 (in French).",,,,,P.J.H.,1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec,,,,,,,,,FALSE
LC3759d2ea80fe375e5c1e6d0f4f7cc14c,1,"Fall, P.L., 1997. Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado. Geological Society of America Bulletin, 109(10), pp.1306-1320.",,,,,,,,,,,,,,,FALSE
LC3aed9bc8856e726b3ffcbdc54e30e602,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC3c040fde5905d088ea03819f31cda773,1,"Whitlock, C. and Bartlein, P.J., 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research, 39(2), pp.231-238.",,,,,,,,,,,,,,,FALSE
LC3d4a10e267e1d1c6db85078de1776f84,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC3e06bbd771c15d79e212ba0c61b03548,1,"Steventon, R.L. and Kutzbach, J.E., 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon, 30(3), pp.367-383.",,,,,,,,,,,,,,,FALSE
LC47e54692b6b6e67a6a055da462d92e82,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC48bf33b0307806201a033e1246b72a01,1,"Lynch, E.A., 1998. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Ecology, 79(4), pp.1320-1338.",,,,,,,,,,,,,,,FALSE
LC4c515de70de90784a9d1c2cbe1796597,1,"Cwynar, L.C., 1982. A Late-Quaternary Vegetation History from Hanging Lake, Northern Yukon. Ecological Monographs, 52(1), pp.1-24.",,,,,,,,,,,,,,,FALSE
LC4c72a6aa1d564699d12742f6ca680040,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC500915891c1a42876baaeee9596bb76c,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC54010013dd1a9070363d4734a3850397,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC56547591ee45c64175bf4be379fea613,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC5788aabd007e30d41b081ba38ef19d87,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC57b164793a24b3c3b028bbbba99801d7,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC584b902178ca760624ee93565a679ce6,1,"Sun, J.Z., Ke, M.H., Wei, M.J., Zhao, J.B. and Li, B.C. 1998. Vegetation, climate and environment during the Late Pleistocene in Loess Plateau, China. Journal of Xian Engineering University, 20(2), pp.39-49 (in Chinese).",,,,,"., Ke, M.H., Wei, M.J., Zhao, J.B.",and Li,,,,,,,,,FALSE
LC5875e6248d918084b7c69d2e724b86b5,1,"Browne, P.R.,1986. Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin, Trinity College, Dublin, Ireland.",,,,,"P.R.,1986.",Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin,,,,,,,,,FALSE
