file,dataSetName,datasetId,block,paleo,table,column,variableName,TSid,error,claim_dataSetName,claim_datasetId,action,reason,new_TSid
SuwanneeRiver.Harley.2017.lpd,SuwanneeRiver.Harley.2017,,paleoData,1,1,1,year,WEB-e5e6b-b4da-4180-9cf9-2caa4,,,,keep,"new TSid, unique",WEB-e5e6b-b4da-4180-9cf9-2caa4
SuwanneeRiver.Harley.2017.lpd,SuwanneeRiver.Harley.2017,,paleoData,1,1,2,streamflow,WEB-be960-7d42-493c-891a-70761,,,,keep,"new TSid, unique",WEB-be960-7d42-493c-891a-70761
Switzerland.Kress.2014.lpd,Switzerland.Kress.2014,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R8KAskbaDmanpzlno
Switzerland.Kress.2014.lpd,Switzerland.Kress.2014,,paleoData,1,1,2,d13C,,,,,mint,no TSid on the incoming column,RWO4C3Dc8c62HFuod
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RY522qetN9lIcVJYV
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,2,Jan precipitation index,WEB-5e76bb3d-bb3e-4776-814b-475caa9daa8f,,,,keep,"new TSid, unique",WEB-5e76bb3d-bb3e-4776-814b-475caa9daa8f
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,3,Feb precipitation index,WEB-36b1012d-2c35-4aa2-be34-3668cbeae68d,,,,keep,"new TSid, unique",WEB-36b1012d-2c35-4aa2-be34-3668cbeae68d
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,4,Mar precipitation index,WEB-b93f60f1-c7f0-4923-9cea-2c2ac7f2093e,,,,keep,"new TSid, unique",WEB-b93f60f1-c7f0-4923-9cea-2c2ac7f2093e
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,5,Apr precipitation index,WEB-662d9fd4-8d63-4eb2-9484-7a26f9dae801,,,,keep,"new TSid, unique",WEB-662d9fd4-8d63-4eb2-9484-7a26f9dae801
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,6,May precipitation index,WEB-ef44a728-0b1f-4ed0-b413-70df985cba8c,,,,keep,"new TSid, unique",WEB-ef44a728-0b1f-4ed0-b413-70df985cba8c
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,7,Jun precipitation index,WEB-27191af2-5236-4abf-b7e3-256d9546de98,,,,keep,"new TSid, unique",WEB-27191af2-5236-4abf-b7e3-256d9546de98
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,8,Jul precipitation index,WEB-2469b981-48e5-4b70-901a-fa4b58ea3365,,,,keep,"new TSid, unique",WEB-2469b981-48e5-4b70-901a-fa4b58ea3365
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,9,Aug precipitation index,WEB-97a1efd5-9173-4e93-9122-7f027361dcaa,,,,keep,"new TSid, unique",WEB-97a1efd5-9173-4e93-9122-7f027361dcaa
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,10,Sep precipitation index,WEB-36af6d4d-b7f4-40ff-9dce-0d63c27c1a39,,,,keep,"new TSid, unique",WEB-36af6d4d-b7f4-40ff-9dce-0d63c27c1a39
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,11,Oct precipitation index,WEB-22ffb1b2-d102-45ca-9d72-4e97afaf49d6,,,,keep,"new TSid, unique",WEB-22ffb1b2-d102-45ca-9d72-4e97afaf49d6
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,12,Nov precipitation index,WEB-6a6b3ee8-1dfb-4f7e-951a-cd70d9085efa,,,,keep,"new TSid, unique",WEB-6a6b3ee8-1dfb-4f7e-951a-cd70d9085efa
Switzerland.Pfister.1992.lpd,Switzerland.Pfister.1992,,paleoData,1,1,13,Dec precipitation index,WEB-9dbc74d5-100a-4ee1-aa9f-f3b53e246f45,,,,keep,"new TSid, unique",WEB-9dbc74d5-100a-4ee1-aa9f-f3b53e246f45
TalosDome.Stenni.2000.lpd,Talos Dome ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-49691-85ab-495d-83b6-858ee,,,,keep,"new TSid, unique",WEB-49691-85ab-495d-83b6-858ee
TalosDome.Stenni.2000.lpd,Talos Dome ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-589ae-9e90-44c7-87e9-20321,,,,keep,"new TSid, unique",WEB-589ae-9e90-44c7-87e9-20321
TropicalChinaReachesD.Wang.2018.lpd,TropicalChinaReachesD.Wang.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RbWEutNsmmRbSm8Q8
TropicalChinaReachesD.Wang.2018.lpd,TropicalChinaReachesD.Wang.2018,,paleoData,1,1,2,Nov-Mar precipitation index,,,,,mint,no TSid on the incoming column,RAUdZhlPvLcCSvJYd
TropicalChinaReachesD.Wang.2018.lpd,TropicalChinaReachesD.Wang.2018,,paleoData,1,1,3,May-Sep precipitation index,WEB-8f319121-23e2-40f7-9fa8-20612ce35301,,,,remint,TSid repeated across submissions; template reuse,RcrTYbIbHbi7tK98w
Tucuman.Prieto.2000.lpd,Tucuman.Prieto.2000,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R3VX6J9DlamU2lNjJ
Tucuman.Prieto.2000.lpd,Tucuman.Prieto.2000,,paleoData,1,1,2,Apr-Sep precip index,,,,,mint,no TSid on the incoming column,RDcRRxI4MaMMMQLq3
UpperRhineValley.Tegel.2020.lpd,UpperRhineValley.Tegel.2020,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RBDaMz3tNIz0IO7MD
UpperRhineValley.Tegel.2020.lpd,UpperRhineValley.Tegel.2020,,paleoData,1,1,2,ringWidth,,,,,mint,no TSid on the incoming column,RWKCWgABofEmTblzO
WatChan.Buckley.1995.lpd,WatChan.Buckley.1995,,paleoData,1,1,1,age,WEB-89221-89b9-4749-8ffe-e0ad2,,,,keep,"new TSid, unique",WEB-89221-89b9-4749-8ffe-e0ad2
WatChan.Buckley.1995.lpd,WatChan.Buckley.1995,,paleoData,1,1,2,trsgi,WEB-5320d-bc27-4576-8f6c-2fae0,,,,keep,"new TSid, unique",WEB-5320d-bc27-4576-8f6c-2fae0
WatChan.Buckley.1995.lpd,WatChan.Buckley.1995,,paleoData,1,1,3,sampleCount,WEB-e357b-a44c-4c78-8e32-1dd23,,,,keep,"new TSid, unique",WEB-e357b-a44c-4c78-8e32-1dd23
WesternMediterranean.Camuffo.2010.lpd,WesternMediterranean.Camuffo.2010,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RCHpRB8HEcManfFXC
WesternMediterranean.Camuffo.2010.lpd,WesternMediterranean.Camuffo.2010,,paleoData,1,1,2,Dec-Feb precipitation,,,,,mint,no TSid on the incoming column,RFcvto5nntz8npSJI
WesternMediterranean.Camuffo.2010.lpd,WesternMediterranean.Camuffo.2010,,paleoData,1,1,3,Mar-May precipitation,WEB-4f6b22ff-ac24-417e-929b-1468eca5ddee,,,,keep,"new TSid, unique",WEB-4f6b22ff-ac24-417e-929b-1468eca5ddee
WesternMediterranean.Camuffo.2010.lpd,WesternMediterranean.Camuffo.2010,,paleoData,1,1,4,Jun-Aug precipitation,WEB-9b483b3f-a882-4607-b5e6-14d09889fa24,,,,keep,"new TSid, unique",WEB-9b483b3f-a882-4607-b5e6-14d09889fa24
WesternMediterranean.Camuffo.2010.lpd,WesternMediterranean.Camuffo.2010,,paleoData,1,1,5,Sep-Nov precipitation,WEB-8f2f0421-395c-4b14-bbf8-d97f2e370335,,,,keep,"new TSid, unique",WEB-8f2f0421-395c-4b14-bbf8-d97f2e370335
WhiteRiver.Cleaveland.2000.lpd,WhiteRiver.Cleaveland.2000,,paleoData,1,1,1,year,WEB-68050-77cb-4ad8-a273-13326,,,,keep,"new TSid, unique",WEB-68050-77cb-4ad8-a273-13326
WhiteRiver.Cleaveland.2000.lpd,WhiteRiver.Cleaveland.2000,,paleoData,1,1,2,streamflow,WEB-6f898-10cb-4e7b-9bd0-d686c,,,,keep,"new TSid, unique",WEB-6f898-10cb-4e7b-9bd0-d686c
WhiteRiver.Cleaveland.2000.lpd,WhiteRiver.Cleaveland.2000,,paleoData,1,1,3,streamflow,WEB-9638d-5d1d-4fda-9efe-b47fe,,,,keep,"new TSid, unique",WEB-9638d-5d1d-4fda-9efe-b47fe
WiangHaeng.Nguyen.2021.lpd,WiangHaeng.Nguyen.2021,,paleoData,1,1,1,age,WEB-047da-873e-4989-9681-1b546,,,,keep,"new TSid, unique",WEB-047da-873e-4989-9681-1b546
WiangHaeng.Nguyen.2021.lpd,WiangHaeng.Nguyen.2021,,paleoData,1,1,2,trsgi,WEB-d6437-fd41-46da-ad2e-b357f,,,,keep,"new TSid, unique",WEB-d6437-fd41-46da-ad2e-b357f
WiangHaeng.Nguyen.2021.lpd,WiangHaeng.Nguyen.2021,,paleoData,1,1,3,sampleCount,WEB-9b991-3620-4bad-86ac-77d5b,,,,keep,"new TSid, unique",WEB-9b991-3620-4bad-86ac-77d5b
YangtzeRiverPlainReachesC.Wang.2018.lpd,YangtzeRiverPlainReachesC.Wang.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Rr2bVmJNRxnoJrpeU
YangtzeRiverPlainReachesC.Wang.2018.lpd,YangtzeRiverPlainReachesC.Wang.2018,,paleoData,1,1,2,Nov-Mar precipitation index,,,,,mint,no TSid on the incoming column,RT9fkp0i8UTUi01By
YangtzeRiverPlainReachesC.Wang.2018.lpd,YangtzeRiverPlainReachesC.Wang.2018,,paleoData,1,1,3,May-Sep precipitation index,WEB-8f319121-23e2-40f7-9fa8-20612ce35301,,,,remint,TSid repeated across submissions; template reuse,RCH8da3jx1zNMdcqH
YellowRiver.Jinbao.2019.lpd,YellowRiver.Jinbao.2019,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R7UgBpcz4G486xzPH
YellowRiver.Jinbao.2019.lpd,YellowRiver.Jinbao.2019,,paleoData,1,1,2,streamflow,,,,,mint,no TSid on the incoming column,RlYbboyrrlHKPkcWg
YellowRiverPlainReachesB.Wang.2018.lpd,YellowRiverPlainReachesB.Wang.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R5it5qiC5KlRe44t0
YellowRiverPlainReachesB.Wang.2018.lpd,YellowRiverPlainReachesB.Wang.2018,,paleoData,1,1,2,May-Sep precipitation index,WEB-8f319121-23e2-40f7-9fa8-20612ce35301,,,,remint,TSid repeated across submissions; template reuse,RbMBDo6YWzpCaCl7R
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RpbHlYGX8Rf2CCZod
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,2,Jan precipitation index,,,,,mint,no TSid on the incoming column,RKFgN86Efsr2iVLYw
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,3,Feb precipitation index,WEB-8f319121-23e2-40f7-9fa8-20612ce35301,,,,remint,TSid repeated across submissions; template reuse,Rn1Opb92fZQPcWlP5
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,4,Mar precipitation index,WEB-03cbb360-5715-48ab-b504-58943748e420,,,,remint,TSid repeated across submissions; template reuse,R3sRMzGBk8BrkITDN
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,5,Apr precipitation index,WEB-2a8bcc7a-1bf2-4e1f-a1d1-f2c7e2ff801b,,,,remint,TSid repeated across submissions; template reuse,R6HLGyNYOhya2ANUW
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,6,May precipitation index,WEB-cd86c919-f8e0-4f10-90de-875317a67b95,,,,remint,TSid repeated across submissions; template reuse,RyEqbVeHfEiWQcVKW
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,7,Jun precipitation index,WEB-4b1e981f-4d1e-4d6a-845b-cf7f14e9650e,,,,remint,TSid repeated across submissions; template reuse,RtVGJxZHAQAiyA9Gi
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,8,Jul precipitation index,WEB-fe4fb086-cd96-4ae1-b1c7-f319acf826eb,,,,remint,TSid repeated across submissions; template reuse,RAySwJVAcz3Sc75ys
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,9,Aug precipitation index,WEB-f55511f2-22d8-41cb-8d05-4e641e327f58,,,,remint,TSid repeated across submissions; template reuse,R74KHGwWDV1NZHCho
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,10,Sep precipitation index,WEB-024ef1c6-a538-4372-be2c-6d46a59e0c1a,,,,remint,TSid repeated across submissions; template reuse,ROnJPpA9cJ563Aj5Q
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,11,Oct precipitation index,WEB-25314f8f-1e51-4200-9871-68b21974811b,,,,remint,TSid repeated across submissions; template reuse,RCN5XvIrYMK9YVQgn
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,12,Nov precipitation index,WEB-a8f5c1df-7cd9-4547-9903-929713bc122c,,,,remint,TSid repeated across submissions; template reuse,Rs7FWgZRP0V8kTH0d
Zafra.Fernandez-Fernandez.2015.lpd,Zafra.Fernandez-Fernandez.2015,,paleoData,1,1,13,Dec precipitation index,WEB-ed4747cb-b0ce-495b-9c53-94f81eea28e4,,,,remint,TSid repeated across submissions; template reuse,RLjW17GPZWtPeoQiZ
