dataSetName,datasetId,TSid,field_path,class,old_value,new_value
LakeMina.Pollen.USA,ZPiFP0BxtGvxjyNh1Ahy,RAk2fpbI0za,paleoData.inCompilation,only_old,Tverse,
LakeMina.Pollen.USA,ZPiFP0BxtGvxjyNh1Ahy,RiuqXXChSJC,paleoData.inCompilation,only_old,Tverse,
NAP_63_1,arAI04jWiLQK8R6AQO8a,T2L_NAP_63_1_tex86_SST_from_tex86,paleoData.inCompilation,only_old,Tverse,
NAP_63_1,arAI04jWiLQK8R6AQO8a,T2L_NAP_63_1_uk37_SST_from_uk37,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest2).EPD,bng6YE4Zw6pyxAV9h7Yj,RbZ9wyKWByi,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest2).EPD,bng6YE4Zw6pyxAV9h7Yj,RhlRYvQBLWQ,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest2).EPD,bng6YE4Zw6pyxAV9h7Yj,RkMIcfVvIkj,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest1).EPD,dGAgrbvDxbieHRVXe26K,RQrs5Bcvt1T,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest1).EPD,dGAgrbvDxbieHRVXe26K,Rj4kXiUwMjO,paleoData.inCompilation,only_old,Tverse,
BlackSea(Southwest1).EPD,dGAgrbvDxbieHRVXe26K,RztxWNJI8Nf,paleoData.inCompilation,only_old,Tverse,
Nesmeyanov_GGC_15,dYGybKn0vBirzSKWAmHm,T2L_Nesmeyanov_GGC_15_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation,only_old,Tverse,
AElbiFlue.EPD,fJK8Vhrtv9ayxiZw5ohi,R13poqA5uYT,paleoData.inCompilation,only_old,Tverse,
AElbiFlue.EPD,fJK8Vhrtv9ayxiZw5ohi,RMlWoW2LVnR,paleoData.inCompilation,only_old,Tverse,
AElbiFlue.EPD,fJK8Vhrtv9ayxiZw5ohi,RdTzqxQVgfs,paleoData.inCompilation,only_old,Tverse,
GeoB71392.Kaiser.2008,fYfYBXVUSvzwc0RU5dKm,LPDae761fd0xxxx,paleoData.inCompilation,only_old,Tverse,
SCS90_36,fauRtICRNPhnPcoO1Rue,T2L_SCS90_36_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation,only_old,Tverse,
SCS90_36,fauRtICRNPhnPcoO1Rue,T2L_SCS90_36_uk37_SST_from_uk37,paleoData.inCompilation,only_old,Tverse,
VM19_30,fnez4sldKZIJFPN9HzXU,T2L_VM19_30_uk37_SST_from_uk37,paleoData.inCompilation,only_old,Tverse,
Kupena.EPD,fyS6ZvBKxPqFnKhPwkhJ,RY0UvBUTiq4,paleoData.inCompilation,only_old,Tverse,
Kupena.EPD,fyS6ZvBKxPqFnKhPwkhJ,Rb9BMzM6eEF,paleoData.inCompilation,only_old,Tverse,
Kupena.EPD,fyS6ZvBKxPqFnKhPwkhJ,RxM5vPdoIFW,paleoData.inCompilation,only_old,Tverse,
SK168_GC_1,gNizC0ghujNBKR0lLaMt,RUECFJaPepM,paleoData.inCompilation,only_old,Tverse,
SK168_GC_1,gNizC0ghujNBKR0lLaMt,RZB4v6iqA3N,paleoData.inCompilation,only_old,Tverse,
SK168_GC_1,gNizC0ghujNBKR0lLaMt,Rt2KTlfbHBu,paleoData.inCompilation,only_old,Tverse,
BOFS5K,jk7BPXCYWJYcUNdXacNn,R1Oids7UvUV,paleoData.inCompilation,only_old,Tverse,
BOFS5K,jk7BPXCYWJYcUNdXacNn,RDR0RRA3smX,paleoData.inCompilation,only_old,Tverse,
Grindjisee.EPD,jpXGUijYhf4z1fn0Rdrr,RhKl4Vgz2Xp,paleoData.inCompilation,only_old,Tverse,
Grindjisee.EPD,jpXGUijYhf4z1fn0Rdrr,Rslox6C7D6D,paleoData.inCompilation,only_old,Tverse,
Grindjisee.EPD,jpXGUijYhf4z1fn0Rdrr,RxJvgQhydP1,paleoData.inCompilation,only_old,Tverse,
MaraisdeCharauze.EPD,kDI6rGtWey7k2eufuPp8,RUGG5bttdBj,paleoData.inCompilation,only_old,Tverse,
MaraisdeCharauze.EPD,kDI6rGtWey7k2eufuPp8,RaTsmqJn6GV,paleoData.inCompilation,only_old,Tverse,
MaraisdeCharauze.EPD,kDI6rGtWey7k2eufuPp8,RhTWQkxsRNY,paleoData.inCompilation,only_old,Tverse,
MonteSanGiorgio.EPD,km3KQqLlvJGTgVW1knwo,RBNdEaYLeoh,paleoData.inCompilation,only_old,Tverse,
MonteSanGiorgio.EPD,km3KQqLlvJGTgVW1knwo,Rparp0jbEXs,paleoData.inCompilation,only_old,Tverse,
MonteSanGiorgio.EPD,km3KQqLlvJGTgVW1knwo,RvL7EFEeLa2,paleoData.inCompilation,only_old,Tverse,
GeoB3202_1,l1JD12oQrOWdlvRl1FAz,T2L_GeoB3202_1_d18o_ruber_pink_SST_from_d18o_ruber_pink,paleoData.inCompilation,only_old,Tverse,
GeoB3202_1,l1JD12oQrOWdlvRl1FAz,T2L_GeoB3202_1_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation,only_old,Tverse,
GIK17961_2,lc8XAJsSaZpOEIKdlTWT,T2L_GIK17961_2_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation,only_old,Tverse,
BeliyaKanton.EPD,mE7cZAqHe0hVzD6qTxPa,RRSa0LiwJZm,paleoData.inCompilation,only_old,Tverse,
BeliyaKanton.EPD,mE7cZAqHe0hVzD6qTxPa,RZYjOhQG29T,paleoData.inCompilation,only_old,Tverse,
BeliyaKanton.EPD,mE7cZAqHe0hVzD6qTxPa,RyupXOaROtE,paleoData.inCompilation,only_old,Tverse,
VM19_27,nCLpqpP9xbEstVBX96zY,T2L_VM19_27_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation,only_old,Tverse,
Trogenmoos.EPD,oIAwhbh8wCkech1CHpe9,R5Ek0KGz0Mt,paleoData.inCompilation,only_old,Tverse,
Trogenmoos.EPD,oIAwhbh8wCkech1CHpe9,RKQKWjMOAcW,paleoData.inCompilation,only_old,Tverse,
Trogenmoos.EPD,oIAwhbh8wCkech1CHpe9,RljZTHj20qj,paleoData.inCompilation,only_old,Tverse,
LacBrule.Pollen.Canada,oIJxjcbBmAFiq6idXebe,RAt0wcea1H7,paleoData.inCompilation,only_old,Tverse,
LacBrule.Pollen.Canada,oIJxjcbBmAFiq6idXebe,RCCSxqKRMbv,paleoData.inCompilation,only_old,Tverse,
GeoB6211_2,pufm6aPAEgMjObiQkwQQ,R88xcOosPd2,paleoData.inCompilation,only_old,Tverse,
GeoB6211_2,pufm6aPAEgMjObiQkwQQ,RydRULpkhTx,paleoData.inCompilation,only_old,Tverse,
RC11_238,qLcdPyaqr3wYm5Wa8JJR,T2L_RC11_238_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation,only_old,Tverse,
RC11_238,qLcdPyaqr3wYm5Wa8JJR,T2L_RC11_238_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation,only_old,Tverse,
RC11_238,qLcdPyaqr3wYm5Wa8JJR,T2L_RC11_238_uk37_SST_from_uk37,paleoData.inCompilation,only_old,Tverse,
VM21_40,qzTAgkI06D3FsuULtSQ7,T2L_VM21_40_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation,only_old,Tverse,
VM21_40,qzTAgkI06D3FsuULtSQ7,T2L_VM21_40_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation,only_old,Tverse,
HU87033_87018TWC,sLlu9Ry11LkrwDLHmIFR,T2L_HU87033_87018TWC_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation,only_old,Tverse,
Aletschwald.EPD,sjAQr6x3pzjXaGDrdKNP,R3vkj9nm4cN,paleoData.inCompilation,only_old,Tverse,
Aletschwald.EPD,sjAQr6x3pzjXaGDrdKNP,RmJuqikEUVQ,paleoData.inCompilation,only_old,Tverse,
Aletschwald.EPD,sjAQr6x3pzjXaGDrdKNP,RtIyYakGebv,paleoData.inCompilation,only_old,Tverse,
Schoepfenwaldmoor.EPD,snj8zq2LSGz2Oi72gWZZ,RB06CbW36T4,paleoData.inCompilation,only_old,Tverse,
Schoepfenwaldmoor.EPD,snj8zq2LSGz2Oi72gWZZ,RLmz8TJDPA5,paleoData.inCompilation,only_old,Tverse,
Schoepfenwaldmoor.EPD,snj8zq2LSGz2Oi72gWZZ,RjpliLMztwC,paleoData.inCompilation,only_old,Tverse,
HU87033_87017TWC,t5eRSiDr9jgTg0iirMiT,T2L_HU87033_87017TWC_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation,only_old,Tverse,
Gerzensee.Cladocera.Switzerland,ujcSwytElcYpzNTeIkAE,Ru123glBOSW,paleoData.inCompilation,only_old,Tverse,
GeoB7139_2,vK7yidRuCabzxnLxuFhh,T2L_GeoB7139_2_uk37_SST_from_uk37,paleoData.inCompilation,only_old,Tverse,
TourbieredeSantaAnna.EPD,0TMhxiEqTfJDzhnYjgl8,RqT400awLAh,paleoData.inCompilation[1].compilationName,only_new,,Tverse
TourbieredeSantaAnna.EPD,0TMhxiEqTfJDzhnYjgl8,RrmKrnG5oF2,paleoData.inCompilation[1].compilationName,only_new,,Tverse
TourbieredeSantaAnna.EPD,0TMhxiEqTfJDzhnYjgl8,Rvvz8itcA42,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VitoshaMountainsPeatBog.EPD,1yRx9T7htVJrFLhq3J6a,RTeYtbDGOGe,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VitoshaMountainsPeatBog.EPD,1yRx9T7htVJrFLhq3J6a,RgdeBeLMjxA,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VitoshaMountainsPeatBog.EPD,1yRx9T7htVJrFLhq3J6a,Rp3NSN3Cos5,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MV1014_07MC,21ylNa4QaJvTSNb8K5bp,T2L_MV1014_07MC_tex86_SST_from_tex86,paleoData.inCompilation[1].compilationName,only_new,,Tverse
O2kLR-Tagusmudpatc.Abrantes.2005,3evwI3IiVuzEGolloxWM,LPD1028d531xxx,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB10069-3.Gibbons.2014,6c3KNQmoE2OAYaPCGmVg,LPD78bb3782,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB3911_3,6fzEsp0uhFMPSsqJHZFr,T2L_GeoB3911_3_d18o_ruber_pink_SST_from_d18o_ruber_pink,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB3911_3,6fzEsp0uhFMPSsqJHZFr,T2L_GeoB3911_3_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MD03_2697,8l2HhRLHzYQaOHPaYxHx,T2L_MD03_2697_d18o_bulloides_SST_from_d18o_bulloides,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK168_GC1,95UTC9MBs4wTfesCooCS,T2L_SK168_GC1_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK168_GC1,95UTC9MBs4wTfesCooCS,T2L_SK168_GC1_mgca_sacculifer_SST_from_mgca_sacculifer,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MV99_GC41,9PVPILRfUkLylVZf5RNk,T2L_MV99_GC41_mgca_bulloides_SST_from_mgca_bulloides,paleoData.inCompilation[1].compilationName,only_new,,Tverse
RC24_11G,ALDweL5C8QF0w646efRs,T2L_RC24_11G_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
PicodelSertal.EPD,BIm7SxyEEOGfWHRQdm0M,RC8UhJSN4xp,paleoData.inCompilation[1].compilationName,only_new,,Tverse
PicodelSertal.EPD,BIm7SxyEEOGfWHRQdm0M,RSch1vR2zFH,paleoData.inCompilation[1].compilationName,only_new,,Tverse
PicodelSertal.EPD,BIm7SxyEEOGfWHRQdm0M,ReuuHoP1M2x,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB7165_1,BSpxnACHx8jopaNBJcDr,T2L_GeoB7165_1_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation[1].compilationName,only_new,,Tverse
LacNoir.Pollen.Canada,C4XQ9YLIVJgygVOAlMSi,RW5NY4lp9VS,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Naroch.EPD,EB6hYZmARm51SaVDx1i7,R2YEd7jAM0l,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Naroch.EPD,EB6hYZmARm51SaVDx1i7,RPupPW84LAW,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Naroch.EPD,EB6hYZmARm51SaVDx1i7,RYNgsUHubcx,paleoData.inCompilation[1].compilationName,only_new,,Tverse
DeltadelRioBesos.EPD,ERPP9QSnx9J2UZm39ISd,RhNgYiICliI,paleoData.inCompilation[1].compilationName,only_new,,Tverse
DeltadelRioBesos.EPD,ERPP9QSnx9J2UZm39ISd,RhZtaE9y5I0,paleoData.inCompilation[1].compilationName,only_new,,Tverse
DeltadelRioBesos.EPD,ERPP9QSnx9J2UZm39ISd,RoeTCQH78k5,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GIK17964_2,FXpAriFprDRWFbIqkePL,T2L_GIK17964_2_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MD88_770,GJkj9hbGdMctm2Gl6DEP,T2L_MD88_770_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MV1014_17JC,IB17ZHHLMf1vjB7L8lF5,T2L_MV1014_17JC_mgca_ruber_SST_from_mgca_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
MV1014_17JC,IB17ZHHLMf1vjB7L8lF5,T2L_MV1014_17JC_tex86_SST_from_tex86,paleoData.inCompilation[1].compilationName,only_new,,Tverse
LacdeBretaye.EPD,IMwIb75u904cMmLOFqYb,R0EzAucR8Yx,paleoData.inCompilation[1].compilationName,only_new,,Tverse
LacdeBretaye.EPD,IMwIb75u904cMmLOFqYb,RPdaJunCjl6,paleoData.inCompilation[1].compilationName,only_new,,Tverse
LacdeBretaye.EPD,IMwIb75u904cMmLOFqYb,RWwcsb7nuDx,paleoData.inCompilation[1].compilationName,only_new,,Tverse
RC27_14,Ia1bDQn3KlZ3c9Kokvi4,T2L_RC27_14_d18o_bulloides_SST_from_d18o_bulloides,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VelkyMaj.EPD,KzG1Wnnznu87XjVIK46e,RLPfK8IMBHh,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VelkyMaj.EPD,KzG1Wnnznu87XjVIK46e,RTpadwJXWuR,paleoData.inCompilation[1].compilationName,only_new,,Tverse
VelkyMaj.EPD,KzG1Wnnznu87XjVIK46e,RnYZK4rUvAJ,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB10029_4,MIeUIWFtaLLV8VjDemPv,T2L_GeoB10029_4_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB10029_4,MIeUIWFtaLLV8VjDemPv,T2L_GeoB10029_4_mgca_ruber_lato_SST_from_mgca_ruber_lato,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GeoB10029_4,MIeUIWFtaLLV8VjDemPv,T2L_GeoB10029_4_mgca_ruber_stricto_SST_from_mgca_ruber_stricto,paleoData.inCompilation[1].compilationName,only_new,,Tverse
RC08_102,MPjfjLKUlQDPcXyATfkL,T2L_RC08_102_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
RC08_102,MPjfjLKUlQDPcXyATfkL,T2L_RC08_102_d18o_sacculifer_SST_from_d18o_sacculifer,paleoData.inCompilation[1].compilationName,only_new,,Tverse
M77_2_005_3,MevEMJGJCNGXmbV2NonW,T2L_M77_2_005_3_uk37_SST_from_uk37,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK237-GC04.Saraswat.2013,MocHti3f4V1DR2lPLuU3,MS13RSAS01a,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK237-GC04.Saraswat.2013,MocHti3f4V1DR2lPLuU3,MS13RSAS01b,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK237-GC04.Saraswat.2013,MocHti3f4V1DR2lPLuU3,O2kLR_118_2,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK237-GC04.Saraswat.2013,MocHti3f4V1DR2lPLuU3,O2kLR_118q,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK237-GC04.Saraswat.2013,MocHti3f4V1DR2lPLuU3,O2kLR_120_2,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Kamenicky.EPD,SRq5BmFIXXPbKK0fTxgj,RPiT6xzQIBK,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Kamenicky.EPD,SRq5BmFIXXPbKK0fTxgj,RRSjZKAEXAL,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Kamenicky.EPD,SRq5BmFIXXPbKK0fTxgj,Rne2EJUfWbZ,paleoData.inCompilation[1].compilationName,only_new,,Tverse
1670,Sa1HiHtcVeigIkQ3Nb5w,T2L_1670_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation[1].compilationName,only_new,,Tverse
SK157_4,SzKccCMKnIPM3yCVVjk9,T2L_SK157_4_mgca_ruber_SST_from_mgca_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
GS07_150_10_3MC_B,WEJIhWKD4UkGZqZBPP40,T2L_GS07_150_10_3MC_B_d18o_ruber_SST_from_d18o_ruber,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Gerzensee.Pollen.Switzerland,WIK9Y9aNjZfjgnUbLgst,RfWsTYBdWqH,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Fougeres.EPD,WV9xd3Xo3v4ZS5shNxWV,R3U06XeeZi0,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Fougeres.EPD,WV9xd3Xo3v4ZS5shNxWV,R911b09Pi3c,paleoData.inCompilation[1].compilationName,only_new,,Tverse
Fougeres.EPD,WV9xd3Xo3v4ZS5shNxWV,RlCeFfbwi5K,paleoData.inCompilation[1].compilationName,only_new,,Tverse
KH_79_3_L3,WWamx2Qhazod6zV1jRNT,T2L_KH_79_3_L3_d18o_pachyderma_SST_from_d18o_pachyderma,paleoData.inCompilation[1].compilationName,only_new,,Tverse
