dataset,flag,compilations,tsid,variableName,units,n_values,min,max
D13882.Rodrigues.2010,kiloyear/megayear axis,PalMod,D13882_TS_001,age,yr ka,309,1.39623332560167,12.5568686389916
D13882.Rodrigues.2010,kiloyear/megayear axis,PalMod,D13882_TS_003,age,yr ka,309,1.39985763347149,12.5600613762389
D13882.Rodrigues.2010,kiloyear/megayear axis,PalMod,D13882_TS_006,age,yr ka,309,0.442,13.106
D13902.Bartels-Jonsdottir.2015,kiloyear/megayear axis,PalMod,D13902_TS_001,age,yr ka,220,0.105965962538391,6.07745590313432
D13902.Bartels-Jonsdottir.2015,kiloyear/megayear axis,PalMod,D13902_TS_003,age,yr ka,220,0.0967692985534669,6.06388751619485
D13902.Bartels-Jonsdottir.2015,kiloyear/megayear axis,PalMod,D13902_TS_006,age,yr ka,220,-0.051,8.002
D13902.Bartels-Jonsdottir.2015,kiloyear/megayear axis,PalMod,D13902_TS_010,age,yr ka,220,0.659,2.105
ELT27.023-PC.Ferry.2015,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d,age,yr ka,103,1.54,51.68
ELT49_019_PC.Charles.2008,kiloyear/megayear axis,PalMod,ELT49_019_PC_TS_001,age,yr ka,54,5.20522080844116,132.778431047058
ELT49_019_PC.Charles.2008,kiloyear/megayear axis,PalMod,ELT49_019_PC_TS_003,age,yr ka,54,5.28026513671875,132.814314068165
ELT49_019_PC.Charles.2008,kiloyear/megayear axis,PalMod,ELT49_019_PC_TS_006,age,yr ka,54,3,298
EW9209_1JPC.Curry.2004,kiloyear/megayear axis,PalMod,EW9209_1JPC_TS_001,age,yr ka,292,3.76148809570312,136.59182611848
EW9209_1JPC.Curry.2004,kiloyear/megayear axis,PalMod,EW9209_1JPC_TS_003,age,yr ka,292,3.76264001464844,136.532283865655
EW9209_2JPC.Curry.2011,kiloyear/megayear axis,PalMod,EW9209_2JPC_TS_001,age,yr ka,226,3.76589136083984,133.20714577909
EW9209_2JPC.Curry.2011,kiloyear/megayear axis,PalMod,EW9209_2JPC_TS_003,age,yr ka,226,3.76541003417969,133.284974866677
EW9209_2JPC.Curry.2011,kiloyear/megayear axis,PalMod,EW9209_2JPC_TS_006,age,yr ka,226,7.74,407.49
EW9209_3JPC.Curry.2012,kiloyear/megayear axis,PalMod,EW9209_3JPC_TS_001,age,yr ka,270,6.55919556982422,132.388155026115
EW9209_3JPC.Curry.2012,kiloyear/megayear axis,PalMod,EW9209_3JPC_TS_003,age,yr ka,270,6.55734497070313,132.663844485065
EW9302_JPC8.Oppo.2004,kiloyear/megayear axis,PalMod,EW9302_JPC8_TS_001,age,yr ka,190,65.1945073789063,137.048436479376
EW9302_JPC8.Oppo.2004,kiloyear/megayear axis,PalMod,EW9302_JPC8_TS_003,age,yr ka,190,65.13180078125,136.758592812681
EW9302_JPC8.Oppo.2004,kiloyear/megayear axis,PalMod,EW9302_JPC8_TS_006,age,yr ka,190,57.5264,135.1
EW9504_02PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_02PC_TS_001,age,yr ka,89,7.68135527949035,130.307569729109
EW9504_02PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_02PC_TS_003,age,yr ka,89,7.57846726506948,130.355322128197
EW9504_02PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_02PC_TS_006,age,yr ka,89,1.9,194.31
EW9504_03PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_03PC_TS_001,age,yr ka,53,2.91865782078552,35.8054964214953
EW9504_03PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_03PC_TS_003,age,yr ka,53,2.92918493652344,36.0491261067867
EW9504_03PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_03PC_TS_006,age,yr ka,53,0.63,170.16
EW9504_04PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_04PC_TS_001,age,yr ka,97,7.19764631906095,131.364513746721
EW9504_04PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_04PC_TS_003,age,yr ka,97,7.15750170040131,131.629354525466
EW9504_04PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_04PC_TS_006,age,yr ka,97,1.52,198.38
EW9504_05PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_05PC_TS_001,age,yr ka,85,10.3991140317335,34.5409877492588
EW9504_05PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_05PC_TS_003,age,yr ka,85,10.2947377109528,34.5524757447243
EW9504_05PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_05PC_TS_006,age,yr ka,85,2.16,110.24
EW9504_08PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_08PC_TS_001,age,yr ka,77,8.21334797897279,130.619641870942
EW9504_08PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_08PC_TS_003,age,yr ka,77,8.10758296585083,130.755561617927
EW9504_08PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_08PC_TS_006,age,yr ka,77,0.43,130.98
EW9504_09PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_09PC_TS_001,age,yr ka,90,2.48029582674861,26.3860410959743
EW9504_09PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_09PC_TS_003,age,yr ka,90,2.40606339836121,26.3799578821063
EW9504_09PC.Stott.2002,kiloyear/megayear axis,PalMod,EW9504_09PC_TS_006,age,yr ka,90,0.95,135.08
EW9504_17PC.Lyle.2006,kiloyear/megayear axis,PalMod,EW9504_17PC_TS_001,age,yr ka,302,3.68328001661682,134.768885349314
EW9504_17PC.Lyle.2006,kiloyear/megayear axis,PalMod,EW9504_17PC_TS_003,age,yr ka,302,3.7425,134.802277251905
EW9504_17PC.Lyle.2006,kiloyear/megayear axis,PalMod,EW9504_17PC_TS_007,age,yr ka,302,0.08,140.95
FR01_97_12.Bostock.2008,kiloyear/megayear axis,PalMod,FR01_97_12_TS_001,age,yr ka,90,4.89015751098633,32.8924944351497
FR01_97_12.Bostock.2008,kiloyear/megayear axis,PalMod,FR01_97_12_TS_003,age,yr ka,90,4.7949599609375,32.8637636799812
FR01_97_12.Bostock.2008,kiloyear/megayear axis,PalMod,FR01_97_12_TS_006,age,yr ka,90,1.128,76.91
FR01_97_12.Bostock.2008,kiloyear/megayear axis,PalMod,FR01_97_12_TS_018,age,yr ka,90,2.425,76.91
FR1_94_GC3.De Deckker.2018,kiloyear/megayear axis,PalMod,FR1_94_GC3_TS_001,age,yr ka,98,7.96308255114746,136.7702743461
FR1_94_GC3.De Deckker.2018,kiloyear/megayear axis,PalMod,FR1_94_GC3_TS_003,age,yr ka,98,8.2049150390625,136.412958449841
FR1_94_GC3.De Deckker.2018,kiloyear/megayear axis,PalMod,FR1_94_GC3_TS_006,age,yr ka,98,4.6,454.8
GIK11944_2.lastname.year,kiloyear/megayear axis,PalMod,GIK11944_2_TS_001,age,yr ka,87,2.49881600584221,99.4999028097619
GIK11944_2.lastname.year,kiloyear/megayear axis,PalMod,GIK11944_2_TS_003,age,yr ka,87,2.50164501953125,99.4649444102932
GIK12310_4.lastname.year,kiloyear/megayear axis,PalMod,GIK12310_4_TS_001,age,yr ka,90,0.508077894560337,37.8033607642726
GIK12310_4.lastname.year,kiloyear/megayear axis,PalMod,GIK12310_4_TS_003,age,yr ka,90,0.516776000976563,37.8870103721229
GIK12329_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12329_6_TS_001,age,yr ka,161,0.526877455458403,134.613727575526
GIK12329_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12329_6_TS_003,age,yr ka,161,0.518575012207031,134.593465203005
GIK12329_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12329_6_TS_006,age,yr ka,161,3.27,155.39
GIK12379_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12379_3_TS_001,age,yr ka,101,0.494481323820412,37.437939074339
GIK12379_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12379_3_TS_003,age,yr ka,101,0.490591995239258,37.4390168288322
GIK12379_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK12379_3_TS_006,age,yr ka,101,3.92,92.21
GIK12392_1.Thiede.2012,kiloyear/megayear axis,PalMod,GIK12392_1_TS_001,age,yr ka,333,4.99371126489258,132.566576461917
GIK12392_1.Thiede.2012,kiloyear/megayear axis,PalMod,GIK12392_1_TS_003,age,yr ka,333,4.997455078125,132.624983310524
GIK12392_1.Thiede.2012,kiloyear/megayear axis,PalMod,GIK12392_1_TS_006,age,yr ka,333,2.49,141.33
GIK13289_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK13289_2_TS_001,age,yr ka,35,9.23840994433594,35.6843606964951
GIK13289_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK13289_2_TS_003,age,yr ka,35,9.2593701171875,35.734549371495
GIK13289_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK13289_2_TS_006,age,yr ka,35,2.8,34.95
GIK13519_1.Zahn.2008,kiloyear/megayear axis,PalMod,GIK13519_1_TS_001,age,yr ka,337,5.85918811182642,134.382783571927
GIK13519_1.Zahn.2008,kiloyear/megayear axis,PalMod,GIK13519_1_TS_003,age,yr ka,337,5.93418251037598,134.374971053181
GIK13519_1.Zahn.2008,kiloyear/megayear axis,PalMod,GIK13519_1_TS_008,age,yr ka,337,5.26,138.51
GIK15612_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15612_2_TS_001,age,yr ka,375,1.73632138867187,133.522845316061
GIK15612_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15612_2_TS_003,age,yr ka,375,1.73376000976562,133.612840916654
GIK15612_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15612_2_TS_006,age,yr ka,375,4.6,144.03
GIK15612_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15612_2_TS_011,age,yr ka,375,2.23,165.35
GIK15627_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15627_3_TS_001,age,yr ka,319,8.812778421875,135.684561636564
GIK15627_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15627_3_TS_003,age,yr ka,319,8.81539013671875,135.695971970664
GIK15627_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15627_3_TS_008,age,yr ka,319,6.51,278.19
GIK15637_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15637_1_TS_001,age,yr ka,429,5.45643356036453,135.825529746868
GIK15637_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15637_1_TS_003,age,yr ka,429,5.47444593505859,135.78243866082
GIK15637_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15637_1_TS_008,age,yr ka,429,7.13,446.99
GIK15637_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15637_1_TS_014,age,yr ka,429,5.9,214.76
GIK15666_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15666_6_TS_001,age,yr ka,56,6.49972104971314,129.832944048766
GIK15666_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15666_6_TS_003,age,yr ka,56,6.73956518554687,130.249991809487
GIK15666_6.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15666_6_TS_006,age,yr ka,56,3.07,182.09
GIK15669_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15669_1_TS_001,age,yr ka,75,0.500967276870728,88.7120977145175
GIK15669_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15669_1_TS_003,age,yr ka,75,0.496148010253906,88.6827934972048
GIK15669_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15669_1_TS_006,age,yr ka,75,2,119.34
GIK15672_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15672_1_TS_001,age,yr ka,45,4.33882910058594,81.3006625930895
GIK15672_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15672_1_TS_003,age,yr ka,45,4.3302900390625,81.4160710559845
GIK15672_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK15672_1_TS_007,age,yr ka,45,0.63,79.25
GIK16030_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16030_1_TS_001,age,yr ka,77,3.97053334005417,85.5256861173079
GIK16030_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16030_1_TS_003,age,yr ka,77,3.95432909086262,85.5093640242402
GIK16030_1.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16030_1_TS_006,age,yr ka,77,0.13,122.56
GIK16396_1.Weinelt.2003,kiloyear/megayear axis,PalMod,GIK16396_1_TS_001,age,yr ka,47,13.0100920800781,20.3386001776058
GIK16396_1.Weinelt.2003,kiloyear/megayear axis,PalMod,GIK16396_1_TS_003,age,yr ka,47,13.016,20.3169709143639
GIK16397_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16397_2_TS_001,age,yr ka,59,16.5246912060547,27.6574467426321
GIK16397_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16397_2_TS_003,age,yr ka,59,16.520400390625,27.7026682720184
GIK16402_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16402_2_TS_001,age,yr ka,151,7.99547120654297,135.543940880484
GIK16402_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16402_2_TS_003,age,yr ka,151,8.03150512695312,135.496222341706
GIK16402_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16402_2_TS_006,age,yr ka,151,4.7,59.84
GIK16520_1.lastname.year,kiloyear/megayear axis,PalMod,GIK16520_1_TS_001,age,yr ka,103,3.31147465197754,63.3043304536361
GIK16520_1.lastname.year,kiloyear/megayear axis,PalMod,GIK16520_1_TS_003,age,yr ka,103,3.301125,63.1808684600377
GIK16520_1.lastname.year,kiloyear/megayear axis,PalMod,GIK16520_1_TS_006,age,yr ka,103,0.18,105.4
GIK16527_1.lastname.year,kiloyear/megayear axis,lipdverseTest; PalMod,GIK16527_1_TS_001,age,yr ka,105,4.20425581774902,69.871702131438
GIK16527_1.lastname.year,kiloyear/megayear axis,lipdverseTest; PalMod,GIK16527_1_TS_003,age,yr ka,105,4.23938989257813,69.8550714412332
GIK16527_1.lastname.year,kiloyear/megayear axis,lipdverseTest; PalMod,GIK16527_1_TS_006,age,yr ka,105,0.11,129
GIK16772_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16772_2_TS_001,age,yr ka,326,0.557081092361927,137.076046393777
GIK16772_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16772_2_TS_003,age,yr ka,326,0.549794006347656,137.100503893968
GIK16772_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16772_2_TS_007,age,yr ka,326,0.22,334
GIK16867_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16867_2_TS_001,age,yr ka,76,4.06035572918701,130.757801194912
GIK16867_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16867_2_TS_003,age,yr ka,76,4.07152502441406,131.154433196068
GIK16867_2.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK16867_2_TS_006,age,yr ka,76,6.53,162.22
GIK17045_2.lastname.year,kiloyear/megayear axis,PalMod,GIK17045_2_TS_001,age,yr ka,6,1.77445204323101,4.41391069519889
GIK17045_2.lastname.year,kiloyear/megayear axis,PalMod,GIK17045_2_TS_003,age,yr ka,6,1.77162287902832,4.43956134605408
GIK17045_2.lastname.year,kiloyear/megayear axis,PalMod,GIK17045_2_TS_006,age,yr ka,6,0.71,8.45
GIK17045_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK17045_3_TS_001,age,yr ka,106,6.99815906689453,22.6570976225786
GIK17045_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK17045_3_TS_003,age,yr ka,106,7.00210498046875,22.6446607866287
GIK17045_3.Sarnthein.2004,kiloyear/megayear axis,PalMod,GIK17045_3_TS_006,age,yr ka,106,2.47,35.45
GIK17049_6.lastname.year,kiloyear/megayear axis,PalMod,GIK17049_6_TS_001,age,yr ka,243,1.72201320874023,136.456900808156
GIK17049_6.lastname.year,kiloyear/megayear axis,PalMod,GIK17049_6_TS_003,age,yr ka,243,1.69012005615234,136.481175939603
GIK17051_3.lastname.year,kiloyear/megayear axis,PalMod,GIK17051_3_TS_001,age,yr ka,232,0.0991820740792835,97.8659747259804
GIK17051_3.lastname.year,kiloyear/megayear axis,PalMod,GIK17051_3_TS_003,age,yr ka,232,0.0994527506232262,97.7708278279078
GIK17286_1.Lauterbach.2020,kiloyear/megayear axis,PalMod,GIK17286_1_TS_001,age,yr ka,485,1.25322151367187,131.716347604181
GIK17286_1.Lauterbach.2020,kiloyear/megayear axis,PalMod,GIK17286_1_TS_003,age,yr ka,485,1.24883996582031,131.883551654339
GIK17286_1.Lauterbach.2020,kiloyear/megayear axis,PalMod,GIK17286_1_TS_006,age,yr ka,485,0.22,128.724
GIK17286_1.Lauterbach.2020,kiloyear/megayear axis,PalMod,GIK17286_1_TS_011,age,yr ka,485,1.063,128.454
GIK17730_4.lastname.year,kiloyear/megayear axis,PalMod,GIK17730_4_TS_001,age,yr ka,49,3.53063084214926,38.626197616598
GIK17730_4.lastname.year,kiloyear/megayear axis,PalMod,GIK17730_4_TS_003,age,yr ka,49,3.463565284729,38.5668542561531
GIK17748_2.Kim.2002,kiloyear/megayear axis,PalMod,GIK17748_2_TS_001,age,yr ka,53,4.53998909109831,15.7474665920474
GIK17748_2.Kim.2002,kiloyear/megayear axis,PalMod,GIK17748_2_TS_003,age,yr ka,53,4.48562544250488,15.7346297431946
GIK17748_2.Kim.2002,kiloyear/megayear axis,PalMod,GIK17748_2_TS_006,age,yr ka,53,1.08,16.07
GIK17927_2.Sadatzki.2015,kiloyear/megayear axis,PalMod,GIK17927_2_TS_001,age,yr ka,99,7.44371025088662,16.9002660914355
GIK17927_2.Sadatzki.2015,kiloyear/megayear axis,PalMod,GIK17927_2_TS_003,age,yr ka,99,7.41224607276916,16.9017119926373
GIK17927_2.Sadatzki.2015,kiloyear/megayear axis,PalMod,GIK17927_2_TS_006,age,yr ka,99,0.78,18.55
GIK17940_2.Hu.2012,kiloyear/megayear axis,PalMod,GIK17940_2_TS_001,age,yr ka,1135,0.163212507796034,35.1623767667198
GIK17940_2.Hu.2012,kiloyear/megayear axis,PalMod,GIK17940_2_TS_003,age,yr ka,1135,0.163325500488281,35.1388691679165
GIK17940_2.Hu.2012,kiloyear/megayear axis,PalMod,GIK17940_2_TS_012,age,yr ka,1135,0.014,41.081
GIK17940_2.Hu.2012,kiloyear/megayear axis,PalMod,GIK17940_2_TS_018,age,yr ka,1135,0.7,35.5
GIK17961_2.Wang.2002,kiloyear/megayear axis,lipdverseTest; PalMod,GIK17961_2_TS_001,age,yr ka,242,11.9437887890625,132.502974360647
GIK17961_2.Wang.2002,kiloyear/megayear axis,lipdverseTest; PalMod,GIK17961_2_TS_003,age,yr ka,242,11.9622001953125,132.834035584979
GIK17961_2.Wang.2002,kiloyear/megayear axis,lipdverseTest; PalMod,GIK17961_2_TS_009,age,yr ka,242,0,142.29
GIK18252_3.Kienast.2002,kiloyear/megayear axis,PalMod,GIK18252_3_TS_001,age,yr ka,52,11.0605339758769,15.0345317259532
GIK18252_3.Kienast.2002,kiloyear/megayear axis,PalMod,GIK18252_3_TS_003,age,yr ka,52,11.0505884475708,15.0325032087564
GIK18252_3.Kienast.2002,kiloyear/megayear axis,PalMod,GIK18252_3_TS_006,age,yr ka,52,2.13,15.86
GIK18287_3.Steinke.2002,kiloyear/megayear axis,PalMod,GIK18287_3_TS_001,age,yr ka,119,3.34662562011719,15.5572582175059
GIK18287_3.Steinke.2002,kiloyear/megayear axis,PalMod,GIK18287_3_TS_003,age,yr ka,119,3.34980505371094,15.5440119462013
GIK18287_3.Steinke.2002,kiloyear/megayear axis,PalMod,GIK18287_3_TS_006,age,yr ka,119,3.932,16.475
GIK18287_3.Steinke.2002,kiloyear/megayear axis,PalMod,GIK18287_3_TS_009,age,yr ka,119,3.389,16.475
GIK18287_3.Steinke.2002,kiloyear/megayear axis,PalMod,GIK18287_3_TS_012,age,yr ka,119,3.3888,16.507
GIK18462_3.Xu.2010,kiloyear/megayear axis,PalMod,GIK18462_3_TS_001,age,yr ka,56,1.1072739712376,19.8687632553987
GIK18462_3.Xu.2010,kiloyear/megayear axis,PalMod,GIK18462_3_TS_003,age,yr ka,56,1.09510747337341,19.8421477977435
GIK18462_3.Xu.2010,kiloyear/megayear axis,PalMod,GIK18462_3_TS_006,age,yr ka,56,1.03,20.22
GIK18471_1.Lo Giudice Cappelli.2016,kiloyear/megayear axis,PalMod,GIK18471_1_TS_001,age,yr ka,169,4.53265982335663,131.217659785856
GIK18471_1.Lo Giudice Cappelli.2016,kiloyear/megayear axis,PalMod,GIK18471_1_TS_003,age,yr ka,169,4.71819568634033,131.381696977016
GIK18471_1.Lo Giudice Cappelli.2016,kiloyear/megayear axis,PalMod,GIK18471_1_TS_006,age,yr ka,169,1.496,133.24
GIK18519_2.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18519_2_TS_001,age,yr ka,151,0.347870077864766,27.9812649168513
GIK18519_2.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18519_2_TS_003,age,yr ka,151,0.318076892852783,27.939767828263
GIK18519_2.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18519_2_TS_006,age,yr ka,151,11.434,27.819
GIK18519_2.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18519_2_TS_008,age,yr ka,151,0.618,25.061
GIK18519_2.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18519_2_TS_009,age,yr ka,151,0.303,25.287
GIK18522_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18522_3_TS_001,age,yr ka,136,3.06716442063761,25.1629660574814
GIK18522_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18522_3_TS_003,age,yr ka,136,3.05696253204346,25.1722669733092
GIK18522_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18522_3_TS_006,age,yr ka,136,1.326,25.694
GIK18522_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18522_3_TS_008,age,yr ka,136,0.287,24.767
GIK18522_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18522_3_TS_009,age,yr ka,136,0.257,25.054
GIK18526_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18526_3_TS_001,age,yr ka,95,1.33786395655517,25.2216469507201
GIK18526_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18526_3_TS_003,age,yr ka,95,1.3178790345192,25.1575161410895
GIK18526_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18526_3_TS_006,age,yr ka,95,0.077,25.24
GIK18526_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18526_3_TS_008,age,yr ka,95,0.077,25.24
GIK18526_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18526_3_TS_009,age,yr ka,95,0.063,25.505
GIK18540_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18540_3_TS_001,age,yr ka,125,3.9844201524106,25.8973960042326
GIK18540_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18540_3_TS_003,age,yr ka,125,3.98372748565674,25.8448027786565
GIK18540_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18540_3_TS_006,age,yr ka,125,0.403,25.636
GIK18540_3.Schroeder.2018,kiloyear/megayear axis,PalMod,GIK18540_3_TS_008,age,yr ka,125,0.403,24.293
GIK23065_2.lastname.year,kiloyear/megayear axis,PalMod,GIK23065_2_TS_001,age,yr ka,21,2.24695201193476,20.3335283040197
GIK23065_2.lastname.year,kiloyear/megayear axis,PalMod,GIK23065_2_TS_003,age,yr ka,21,2.21021448516846,20.3237010996201
GIK23074_1.lastname.year,kiloyear/megayear axis,PalMod,GIK23074_1_TS_001,age,yr ka,635,12.1854116992188,26.4664150828516
GIK23074_1.lastname.year,kiloyear/megayear axis,PalMod,GIK23074_1_TS_003,age,yr ka,635,12.1880502929688,26.436809325645
GIK23258_2.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_2_TS_001,age,yr ka,400,0.164916886628762,14.0882754352285
GIK23258_2.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_2_TS_003,age,yr ka,400,0.172526504516602,14.02686992995
GIK23258_2.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_2_TS_006,age,yr ka,400,0.698,13.9871
GIK23258_2.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_2_TS_011,age,yr ka,400,0.698,13.987
GIK23258_2.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_2_TS_016,age,yr ka,400,0.76,14.54
GIK23258_3.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_3_TS_001,age,yr ka,40,0.140442098900356,1.05483137422647
GIK23258_3.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_3_TS_003,age,yr ka,40,0.13013850402832,1.04704581475258
GIK23258_3.SARNTHEIN.2010,kiloyear/megayear axis,PalMod,GIK23258_3_TS_006,age,yr ka,40,0,1.944
GIK23414_9.lastname.year,kiloyear/megayear axis,PalMod,GIK23414_9_TS_001,age,yr ka,308,4.57764368450928,137.119101242217
GIK23414_9.lastname.year,kiloyear/megayear axis,PalMod,GIK23414_9_TS_003,age,yr ka,308,4.58205493164063,137.001404295217
GIK23414_9.lastname.year,kiloyear/megayear axis,PalMod,GIK23414_9_TS_012,age,yr ka,308,12.824,193.065
GIK23415_9.Weinelt.2017,kiloyear/megayear axis,PalMod,GIK23415_9_TS_001,age,yr ka,416,2.03254268909311,132.813667690079
GIK23415_9.Weinelt.2017,kiloyear/megayear axis,PalMod,GIK23415_9_TS_003,age,yr ka,416,1.98651874160767,132.883397861736
GIK23415_9.Weinelt.2017,kiloyear/megayear axis,PalMod,GIK23415_9_TS_012,age,yr ka,416,7.5,78.5
GIK23416_4.lastname.year,kiloyear/megayear axis,PalMod,GIK23416_4_TS_001,age,yr ka,181,2.03189083379364,133.002250418857
GIK23416_4.lastname.year,kiloyear/megayear axis,PalMod,GIK23416_4_TS_003,age,yr ka,181,2.02960998535156,133.089800752878
GIK23417_1.lastname.year,kiloyear/megayear axis,PalMod,GIK23417_1_TS_001,age,yr ka,184,0.564489863935068,62.4408721936296
