qc_name,ts_name,family,role,ownership,nullable_by_curator,cardinality,type,vocab_key,canonical,csm_compilation,csm_field,csm_flat_key,deprecated,n_compilations,n_filled
paleoData_proxyGeneral,,paleoData_proxyGeneral,merged,shared,FALSE,,,,,,,,FALSE,13,213386
pub1_author,,pub*_author,merged,shared,FALSE,,,,,,,,FALSE,13,192259
pub1_title,pub1_title,pub*_title,merged,shared,FALSE,dataset,character,,,,,,FALSE,13,186481
pub1_year,pub1_year,pub*_year,merged,shared,FALSE,dataset,numeric,,,,,,FALSE,13,192845
calibration_method,calibration_method,calibration_method,merged,shared,FALSE,timeseries,character,,,,,,FALSE,12,149821
climateInterpretation1_seasonalityGeneral,,climateInterpretation*_seasonalityGeneral,merged,curator,FALSE,,,,,,,,FALSE,12,207703
paleoData_proxyDetail,,paleoData_proxyDetail,merged,shared,FALSE,,,,,,,,FALSE,12,175996
pub1_journal,pub1_journal,pub*_journal,merged,shared,FALSE,dataset,character,,,,,,FALSE,12,171142
neotomaDatasetId,neotomaDatasetId,neotomaDatasetId,merged,shared,FALSE,dataset,character,,,,,,FALSE,11,3303
paleoData_mostRecentCompilations,,paleoData_mostRecentCompilations,merged,machine,FALSE,,,,,,,,FALSE,11,19047
calibration_seasonality,calibration_seasonality,calibration_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,10,5
geo_gcmdLocation,,geo_gcmdLocation,merged,shared,FALSE,,,,,,,,FALSE,10,185726
pub1_pages,pub1_pages,pub*_pages,merged,shared,FALSE,dataset,character,,,,,,FALSE,10,20762
paleoData_primaryTimeseries,,paleoData_primaryTimeseries,merged,curator,FALSE,,,,,,,,FALSE,9,139455
pub1_issue,pub1_issue,pub*_issue,merged,shared,FALSE,dataset,character,,,,,,FALSE,9,8833
pub1_volume,pub1_volume,pub*_volume,merged,shared,FALSE,dataset,character,,,,,,FALSE,8,9413
pub1_citeKey,pub1_citeKey,pub*_citeKey,merged,shared,FALSE,dataset,character,,,,,,FALSE,7,4320
paleoData_description,,paleoData_description,merged,shared,FALSE,,,,,,,,FALSE,3,6528
pub1_citation,pub1_citation,pub*_citation,merged,shared,FALSE,dataset,character,,,,,,FALSE,3,6837
pub2_citation,pub2_citation,pub*_citation,merged,shared,FALSE,dataset,character,,,,,,FALSE,3,3403
climateInterpretation1_basis,,climateInterpretation*_basis,merged,curator,FALSE,,,,,,,,FALSE,2,442
isotopeInterpretation1_direction,isotopeInterpretation1_direction,isotopeInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,1299
isotopeInterpretation1_seasonality,isotopeInterpretation1_seasonality,isotopeInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,1151
isotopeInterpretation1_variable,isotopeInterpretation1_variable,isotopeInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,1325
isotopeInterpretation2_direction,isotopeInterpretation2_direction,isotopeInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,400
isotopeInterpretation2_seasonality,isotopeInterpretation2_seasonality,isotopeInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,181
isotopeInterpretation2_variable,isotopeInterpretation2_variable,isotopeInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,459
isotopeInterpretation3_direction,isotopeInterpretation3_direction,isotopeInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,135
isotopeInterpretation3_seasonality,isotopeInterpretation3_seasonality,isotopeInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,117
isotopeInterpretation3_variable,isotopeInterpretation3_variable,isotopeInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,2,99
paleoData_coreName,,paleoData_coreName,merged,shared,FALSE,,,,,,,,FALSE,2,281
paleoData_inferredMaterial,,paleoData_inferredMaterial,merged,shared,FALSE,,,,,,,,FALSE,2,3099
paleoData_measurementMaterial,,paleoData_measurementMaterial,merged,shared,FALSE,,,,,,,,FALSE,2,2252
paleoData_measurementMaterialDetail,,paleoData_measurementMaterialDetail,merged,shared,FALSE,,,,,,,,FALSE,2,921
paleoData_sensorSpecies,,paleoData_sensorSpecies,merged,shared,FALSE,,,,,,,,FALSE,2,1199
pub3_doi,pub3_doi,pub*_doi,merged,shared,FALSE,dataset,character,,,,,,FALSE,2,76
calibration_datasetRange,calibration_datasetRange,calibration_datasetRange,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,276
calibration_equationIntercept,calibration_equationIntercept,calibration_equationIntercept,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,109
calibration_equationSlope,calibration_equationSlope,calibration_equationSlope,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,109
calibration_equationSlopeUncertainty,calibration_equationSlopeUncertainty,calibration_equationSlopeUncertainty,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,93
calibration_notes,calibration_notes,calibration_notes,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,1129
calibration_targetDataset,calibration_targetDataset,calibration_targetDataset,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,268
climateInterpretation1_dynamical,,climateInterpretation*_dynamical,merged,curator,FALSE,,,,,,,,FALSE,1,11
climateInterpretation2_basis,climateInterpretation2_basis,climateInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,17
climateInterpretation2_direction,climateInterpretation2_direction,climateInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,17
climateInterpretation2_seasonality,climateInterpretation2_seasonality,climateInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,17
climateInterpretation2_variable,climateInterpretation2_variable,climateInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,17
climateInterpretation2_variableDetail,climateInterpretation2_variableDetail,climateInterpretation*_variableDetail,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,7
collectionYear,collectionYear,collectionYear,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,1102
dynamicalSystemBasis,,dynamicalSystemBasis,merged,curator,FALSE,,,,,,,,FALSE,1,9
dynamicalSystemDirection,,dynamicalSystemDirection,merged,curator,FALSE,,,,,,,,FALSE,1,10
environmentInterpretation1_basis,environmentInterpretation1_basis,environmentInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,34
environmentInterpretation1_direction,environmentInterpretation1_direction,environmentInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,730
environmentInterpretation1_seasonality,environmentInterpretation1_seasonality,environmentInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,498
environmentInterpretation1_variable,environmentInterpretation1_variable,environmentInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,809
environmentInterpretation2_basis,environmentInterpretation2_basis,environmentInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,15
environmentInterpretation2_direction,environmentInterpretation2_direction,environmentInterpretation*_direction,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,73
environmentInterpretation2_seasonality,environmentInterpretation2_seasonality,environmentInterpretation*_seasonality,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,16
environmentInterpretation2_variable,environmentInterpretation2_variable,environmentInterpretation*_variable,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,91
geo_area,geo_area,geo_area,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,80
geo_basinType,geo_basinType,geo_basinType,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,114
geo_depthCoring,geo_depthCoring,geo_depthCoring,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,85
geo_depthMax,geo_depthMax,geo_depthMax,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,70
geo_location,geo_location,geo_location,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,216
geo_notes,geo_notes,geo_notes,merged,curator,TRUE,dataset,character,,,,,,FALSE,1,1053
geo_ocean,,geo_ocean,merged,shared,FALSE,,,,,,,,FALSE,1,304
geo_ocean2,,geo_ocean2,merged,shared,FALSE,,,,,,,,FALSE,1,100
geo_secondarySiteName,,geo_secondarySiteName,merged,shared,FALSE,,,,,,,,FALSE,1,197
interpretationApplies,,interpretationApplies,merged,curator,TRUE,,,,,,,,FALSE,1,1
isotopeInterpretation1_basis,isotopeInterpretation1_basis,isotopeInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,601
isotopeInterpretation1_coefficient,isotopeInterpretation1_coefficient,isotopeInterpretation*_coefficient,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,6
isotopeInterpretation1_fraction,isotopeInterpretation1_fraction,isotopeInterpretation*_fraction,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,14
isotopeInterpretation1_mathematicalRelation,isotopeInterpretation1_mathematicalRelation,isotopeInterpretation*_mathematicalRelation,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,544
isotopeInterpretation1_rank,isotopeInterpretation1_rank,isotopeInterpretation*_rank,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,579
isotopeInterpretation2_basis,isotopeInterpretation2_basis,isotopeInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,159
isotopeInterpretation2_fraction,isotopeInterpretation2_fraction,isotopeInterpretation*_fraction,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,4
isotopeInterpretation2_mathematicalRelation,isotopeInterpretation2_mathematicalRelation,isotopeInterpretation*_mathematicalRelation,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,172
isotopeInterpretation2_rank,isotopeInterpretation2_rank,isotopeInterpretation*_rank,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,203
isotopeInterpretation3_basis,isotopeInterpretation3_basis,isotopeInterpretation*_basis,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,77
isotopeInterpretation3_mathematicalRelation,isotopeInterpretation3_mathematicalRelation,isotopeInterpretation*_mathematicalRelation,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,66
isotopeInterpretation3_rank,isotopeInterpretation3_rank,isotopeInterpretation*_rank,merged,curator,FALSE,timeseries,numeric,,,,,,FALSE,1,24
notes,notes,notes,merged,curator,TRUE,dataset,character,,,,,,FALSE,1,346
paleoData_climateCorrelation,,paleoData_climateCorrelation,merged,curator,FALSE,,,,,,,,FALSE,1,1837
paleoData_climateCorrelationPval,,paleoData_climateCorrelationPval,merged,curator,FALSE,,,,,,,,FALSE,1,1837
paleoData_core,paleoData_core,paleoData_core,merged,curator,FALSE,timeseries,character,,,,,,FALSE,1,1194
paleoData_createdBy,paleoData_createdBy,paleoData_createdBy,merged,machine,FALSE,timeseries,character,,,,,,FALSE,1,331
paleoData_equilibriumEvidence,,paleoData_equilibriumEvidence,merged,curator,FALSE,,,,,,,,FALSE,1,136
paleoData_isComposite,,paleoData_isComposite,merged,curator,FALSE,,,,,,,,FALSE,1,304
paleoData_longName,paleoData_longName,paleoData_longName,merged,machine,FALSE,timeseries,character,,,,,,FALSE,1,1199
paleoData_measurementInstrument,paleoData_measurementInstrument,paleoData_measurementInstrument,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,1115
paleoData_measurementMaterialScreening,paleoData_measurementMaterialScreening,paleoData_measurementMaterialScreening,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,1199
paleoData_measurementMethod,paleoData_measurementMethod,paleoData_measurementMethod,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,1120
paleoData_samplingResolution,paleoData_samplingResolution,paleoData_samplingResolution,merged,machine,FALSE,timeseries,character,,,,,,FALSE,1,1199
paleoData_uncertaintyAnalytical,paleoData_uncertaintyAnalytical,paleoData_uncertaintyAnalytical,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,273
paleoData_uncertaintyAnalyticalUnits,paleoData_uncertaintyAnalyticalUnits,paleoData_uncertaintyAnalyticalUnits,merged,shared,FALSE,timeseries,character,,,,,,FALSE,1,273
paleoData_variableType,,paleoData_variableType,merged,shared,FALSE,,,,,,,,FALSE,1,4378
pub1_altDataURL,pub1_altDataURL,pub*_altDataURL,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,418
pub1_doiData,pub1_doiData,pub*_doiData,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,1199
pub1_firstAuthor,pub1_firstAuthor,pub*_firstAuthor,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,1199
pub2_altDataURL,pub2_altDataURL,pub*_altDataURL,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,152
pub2_author,,pub*_author,merged,shared,FALSE,,,,,,,,FALSE,1,379
pub2_firstAuthor,pub2_firstAuthor,pub*_firstAuthor,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,379
pub2_journal,pub2_journal,pub*_journal,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,379
pub2_title,pub2_title,pub*_title,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,379
pub2_year,pub2_year,pub*_year,merged,shared,FALSE,dataset,numeric,,,,,,FALSE,1,379
pub3_altDataUrl,pub3_altDataUrl,pub*_altDataUrl,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,26
pub3_author,,pub*_author,merged,shared,FALSE,,,,,,,,FALSE,1,50
pub3_citation,pub3_citation,pub*_citation,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,50
pub3_firstAuthor,pub3_firstAuthor,pub*_firstAuthor,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,50
pub3_journal,pub3_journal,pub*_journal,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,50
pub3_title,pub3_title,pub*_title,merged,shared,FALSE,dataset,character,,,,,,FALSE,1,50
pub3_year,pub3_year,pub*_year,merged,shared,FALSE,dataset,numeric,,,,,,FALSE,1,50
paleoData_QCnotes,,paleoData_QCnotes,csm,,,,,,,HoloceneAbruptChange,QCnotes,HoloceneAbruptChange_csm_QCnotes,FALSE,16,11357
paleoData_QCCertification,,paleoData_QCCertification,csm,,,,,,,HoloceneAbruptChange,QCCertification,HoloceneAbruptChange_csm_QCCertification,FALSE,15,16117
paleoData_QCRemainingIssues,,paleoData_QCRemainingIssues,csm,,,,,,,HoloceneAbruptChange,QCRemainingIssues,HoloceneAbruptChange_csm_QCRemainingIssues,FALSE,7,4
paleoData_iso2kUI,,paleoData_iso2kUI,csm,,,,,,,iso2k,iso2kUI,iso2k_csm_iso2kUI,FALSE,2,1411
additionalDataUrl,additionalDataUrl,additionalDataUrl,csm,,,dataset,character,,,CoralHydro2k,additionalDataUrl,CoralHydro2k_csm_additionalDataUrl,FALSE,1,72
calibration_gbrCentredEquationNotes,calibration_gbrCentredEquationNotes,calibration_gbrCentredEquationNotes,csm,,,timeseries,character,,,GBRCD,centredEquationNotes,GBRCD_csm_centredEquationNotes,FALSE,1,20
distinctYearsInCommonEra,,distinctYearsInCommonEra,csm,,,,,,,hydroclimate2k,distinctYearsInCommonEra,hydroclimate2k_csm_distinctYearsInCommonEra,FALSE,1,4738
gbrCompositeCalibrationList,gbrCompositeCalibrationList,gbrCompositeCalibrationList,csm,,,dataset,character,,,GBRCD,compositeCalibrationList,GBRCD_csm_compositeCalibrationList,FALSE,1,85
gbrCoreIDOtherStudyList,gbrCoreIDOtherStudyList,gbrCoreIDOtherStudyList,csm,,,dataset,character,,,GBRCD,coreIDOtherStudyList,GBRCD_csm_coreIDOtherStudyList,FALSE,1,519
gbrHasAlternateCalibration,gbrHasAlternateCalibration,gbrHasAlternateCalibration,csm,,,dataset,character,,,GBRCD,hasAlternateCalibration,GBRCD_csm_hasAlternateCalibration,FALSE,1,1199
gbrIsCompositeCalibration,gbrIsCompositeCalibration,gbrIsCompositeCalibration,csm,,,dataset,character,,,GBRCD,isCompositeCalibration,GBRCD_csm_isCompositeCalibration,FALSE,1,1199
gbrIsCoreIDOtherStudy,gbrIsCoreIDOtherStudy,gbrIsCoreIDOtherStudy,csm,,,dataset,character,,,GBRCD,isCoreIDOtherStudy,GBRCD_csm_isCoreIDOtherStudy,FALSE,1,1199
gbrIsSstCalibration,gbrIsSstCalibration,gbrIsSstCalibration,csm,,,dataset,character,,,GBRCD,isSstCalibration,GBRCD_csm_isSstCalibration,FALSE,1,1199
gbrUseSstCalibration,gbrUseSstCalibration,gbrUseSstCalibration,csm,,,dataset,character,,,GBRCD,useSstCalibration,GBRCD_csm_useSstCalibration,FALSE,1,1199
paleoData_coralExtensionRate,paleoData_coralExtensionRate,paleoData_coralExtensionRate,csm,,,timeseries,character,,,CoralHydro2k,coralExtensionRate,CoralHydro2k_csm_coralExtensionRate,FALSE,1,578
paleoData_coralExtensionRateNotes,paleoData_coralExtensionRateNotes,paleoData_coralExtensionRateNotes,csm,,,timeseries,character,,,CoralHydro2k,coralExtensionRateNotes,CoralHydro2k_csm_coralExtensionRateNotes,FALSE,1,637
paleoData_coralHydro2kGroup,,paleoData_coralHydro2kGroup,csm,,,,,,,CoralHydro2k,coralHydro2kGroup,CoralHydro2k_csm_coralHydro2kGroup,FALSE,1,304
paleoData_coralTissueThickness,paleoData_coralTissueThickness,paleoData_coralTissueThickness,csm,,,timeseries,character,,,CoralHydro2k,coralTissueThickness,CoralHydro2k_csm_coralTissueThickness,FALSE,1,227
paleoData_gbr14CDate,paleoData_gbr14CDate,paleoData_gbr14CDate,csm,,,timeseries,character,,,GBRCD,gbr14CDate,GBRCD_csm_gbr14CDate,FALSE,1,6
paleoData_gbr14CDateUncertainty,paleoData_gbr14CDateUncertainty,paleoData_gbr14CDateUncertainty,csm,,,timeseries,character,,,GBRCD,gbr14CDateUncertainty,GBRCD_csm_gbr14CDateUncertainty,FALSE,1,6
paleoData_gbrChronologyNotes,paleoData_gbrChronologyNotes,paleoData_gbrChronologyNotes,csm,,,timeseries,character,,,GBRCD,chronologyNotes,GBRCD_csm_chronologyNotes,FALSE,1,1199
paleoData_gbrDataCoverageGroup,paleoData_gbrDataCoverageGroup,paleoData_gbrDataCoverageGroup,csm,,,timeseries,character,,,GBRCD,dataCoverageGroup,GBRCD_csm_dataCoverageGroup,FALSE,1,1199
paleoData_gbrDatingNotes,paleoData_gbrDatingNotes,paleoData_gbrDatingNotes,csm,,,timeseries,character,,,GBRCD,datingNotes,GBRCD_csm_datingNotes,FALSE,1,74
paleoData_gbrIsAnomaly,paleoData_gbrIsAnomaly,paleoData_gbrIsAnomaly,csm,,,timeseries,character,,,GBRCD,isAnomaly,GBRCD_csm_isAnomaly,FALSE,1,1199
paleoData_gbrIsDatabaseDuplicate,paleoData_gbrIsDatabaseDuplicate,paleoData_gbrIsDatabaseDuplicate,csm,,,timeseries,character,,,GBRCD,isDatabaseDuplicate,GBRCD_csm_isDatabaseDuplicate,FALSE,1,1199
paleoData_gbrUThDate,paleoData_gbrUThDate,paleoData_gbrUThDate,csm,,,timeseries,character,,,GBRCD,UThDate,GBRCD_csm_UThDate,FALSE,1,66
paleoData_gbrUThDateUncertainty,paleoData_gbrUThDateUncertainty,paleoData_gbrUThDateUncertainty,csm,,,timeseries,character,,,GBRCD,UThDateUncertainty,GBRCD_csm_UThDateUncertainty,FALSE,1,66
paleoData_hydroclimate2kCertification,,paleoData_hydroclimate2kCertification,csm,,,,,,,hydroclimate2k,QCCertification,hydroclimate2k_csm_QCCertification,FALSE,1,142
paleoData_iso2kCertification,,paleoData_iso2kCertification,csm,,,,,,,iso2k,QCCertification,iso2k_csm_QCCertification,FALSE,1,727
paleoData_iso2kHackathonNotes,,paleoData_iso2kHackathonNotes,csm,,,,,,,iso2k,QCnotes,iso2k_csm_QCnotes,FALSE,1,384
paleoData_iso2kPrimaryTimeseries,,paleoData_iso2kPrimaryTimeseries,csm,,,,,,,iso2k,useIn,iso2k_csm_useIn,FALSE,1,1022
paleoData_jcpMeasured,paleoData_jcpMeasured,paleoData_jcpMeasured,csm,,,timeseries,character,,,CoralHydro2k,jcpMeasured,CoralHydro2k_csm_jcpMeasured,FALSE,1,325
paleoData_jcpUsed,paleoData_jcpUsed,paleoData_jcpUsed,csm,,,timeseries,character,,,CoralHydro2k,jcpUsed,CoralHydro2k_csm_jcpUsed,FALSE,1,1199
dataSetName,dataSetName,dataSetName,key,key,,dataset,character,,,,,,FALSE,18,297030
paleoData_TSid,,paleoData_TSid,key,key,,,,,,,,,FALSE,18,297030
datasetId,datasetId,datasetId,key,key,,dataset,character,,,,,,FALSE,8,261356
TSid,paleoData_TSid,TSid,key,key,,timeseries,character,,paleoData_TSid,,,,FALSE,0,0
Link to LiPDverse,,Link to LiPDverse,synonym,,,,,,link to lipdverse,,,,FALSE,1,0
Has chronology data,hasChron,Has chronology data,synonym,,,dataset,character,,hasChron,,,,FALSE,0,0
Has paleo depth data,hasDepth,Has paleo depth data,synonym,,,dataset,character,,hasDepth,,,,FALSE,0,0
Iso2k QC certification (INITIALS),paleoData_iso2kCertification,Iso2k QC certification (INITIALS),synonym,,,timeseries,character,,paleoData_iso2kCertification,,,,FALSE,0,0
Iso2k primary timeseries for dataset,paleoData_iso2kPrimaryTimeseries,Iso2k primary timeseries for dataset,synonym,,,timeseries,character,,paleoData_iso2kPrimaryTimeseries,,,,FALSE,0,0
QC Certification,paleoData_QCCertification,QC Certification,synonym,,,timeseries,character,,paleoData_QCCertification,,,,FALSE,0,0
QC comments,paleoData_QCnotes,QC comments,synonym,,,timeseries,character,,paleoData_QCnotes,,,,FALSE,0,0
QC notes from Hackathon #2 (and initials),paleoData_iso2kHackathonNotes,QC notes from Hackathon #2 (and initials),synonym,,,timeseries,character,,paleoData_iso2kHackathonNotes,,,,FALSE,0,0
Remaining issues,paleoData_QCRemainingIssues,Remaining issues,synonym,,,timeseries,character,,paleoData_QCRemainingIssues,,,,FALSE,0,0
basis,climateInterpretation1_basis,basis,synonym,,,timeseries,character,,climateInterpretation1_basis,,,,FALSE,0,0
climateCorrelation,paleoData_climateCorrelation,climateCorrelation,synonym,,,timeseries,numeric,,paleoData_climateCorrelation,,,,FALSE,0,0
climateCorrelationPval,paleoData_climateCorrelationPval,climateCorrelationPval,synonym,,,timeseries,numeric,,paleoData_climateCorrelationPval,,,,FALSE,0,0
climateVariable,climateInterpretation1_variable,climateVariable,synonym,,,timeseries,character,,climateInterpretation1_variable,,,,FALSE,0,0
climateVariableDetail,climateInterpretation1_variableDetail,climateVariableDetail,synonym,,,timeseries,character,,climateInterpretation1_variableDetail,,,,FALSE,0,0
coralHydro2kGroup,paleoData_coralHydro2kGroup,coralHydro2kGroup,synonym,,,timeseries,numeric,,paleoData_coralHydro2kGroup,,,,FALSE,0,0
coreName,paleoData_coreName,coreName,synonym,,,timeseries,character,,paleoData_coreName,,,,FALSE,0,0
countryOcean,geo_gcmdLocation,countryOcean,synonym,,,dataset,character,,geo_gcmdLocation,,,,FALSE,0,0
datum,paleoData_datum,datum,synonym,,,timeseries,character,,paleoData_datum,,,,FALSE,0,0
direction,climateInterpretation1_direction,direction,synonym,,,timeseries,character,,climateInterpretation1_direction,,,,FALSE,0,0
dynamicalSystem,climateInterpretation1_dynamical,dynamicalSystem,synonym,,,timeseries,character,,climateInterpretation1_dynamical,,,,FALSE,0,0
elevation,geo_elevation,elevation,synonym,,,dataset,numeric,,geo_elevation,,,,FALSE,0,0
hasUncertainty,paleoData_hasUncertainty,hasUncertainty,synonym,,,timeseries,character,,paleoData_hasUncertainty,,,,FALSE,0,0
hydroclimate 2k Certification,paleoData_hydroclimate2kCertification,hydroclimate 2k Certification,synonym,,,timeseries,character,,paleoData_hydroclimate2kCertification,,,,FALSE,0,0
inCompilation,paleoData_inCompilation,inCompilation,synonym,,,timeseries,character,,paleoData_inCompilation,,,,FALSE,0,0
inThisCompilation,inCompilationBeta_struct,inThisCompilation,synonym,,,timeseries,inCompilation,,inCompilationBeta_struct,,,,FALSE,0,0
inferredMaterial,paleoData_inferredMaterial,inferredMaterial,synonym,,,timeseries,character,,paleoData_inferredMaterial,,,,FALSE,0,0
isComposite,paleoData_isComposite,isComposite,synonym,,,timeseries,character,,paleoData_isComposite,,,,FALSE,0,0
iso2kUI,paleoData_iso2kUI,iso2kUI,synonym,,,timeseries,character,,paleoData_iso2kUI,,,,FALSE,0,0
isotopeInterpretation1_equilibriumEvidence,paleoData_equilibriumEvidence,isotopeInterpretation*_equilibriumEvidence,synonym,,,timeseries,character,,paleoData_equilibriumEvidence,,,,FALSE,0,0
lat,geo_latitude,lat,synonym,,,dataset,numeric,,geo_latitude,,,,FALSE,0,0
link to lipdverse,lipdverseLink,link to lipdverse,synonym,,,dataset,character,,lipdverseLink,,,,FALSE,0,0
lon,geo_longitude,lon,synonym,,,dataset,numeric,,geo_longitude,,,,FALSE,0,0
meanHoloceneValue,paleoData_meanValue12k,meanHoloceneValue,synonym,,,timeseries,numeric,,paleoData_meanValue12k,,,,FALSE,0,0
measurementMaterial,paleoData_measurementMaterial,measurementMaterial,synonym,,,timeseries,character,,paleoData_measurementMaterial,,,,FALSE,0,0
measurementMaterialDetail,paleoData_measurementMaterialDetail,measurementMaterialDetail,synonym,,,timeseries,character,,paleoData_measurementMaterialDetail,,,,FALSE,0,0
medianHoloceneResolution,paleoData_medianRes12k,medianHoloceneResolution,synonym,,,timeseries,numeric,,paleoData_medianRes12k,,,,FALSE,0,0
